HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.candidates,Input.content,Answer.QuestionSentencesBox,Answer.QuestionTextBox,Approve,Reject
3EPG8DX9LKQDLCZKVUXGKMYFB6MP5V,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:41 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:41 PST 2016,,,3AWETUDC92SMYOUZFQJDOD0GZM7ZID,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:28:18 PST 2016,Tue Mar 01 14:38:56 PST 2016,Wed Mar 02 14:38:56 PST 2016,Wed Mar 02 08:21:47 PST 2016,,,638,100% (174/174),100% (174/174),100% (174/174),Pakistan-Kashmir_conflict,6,"Category: Country<br/>Title: Pakistan<br/>Section: Kashmir conflict<br/><br/>1. The Kashmir conflict is a territorial dispute between India and Pakistan over the Kashmir region, the most northwesterly region of South Asia.<br/>2. The two countries have fought at least three wars over Kashmir—the Indo-Pakistani War of 1947, 1965, 1971 and 1999—and several skirmishes over the Siachen Glacier.<br/>3. India claims the entire state of Jammu and Kashmir and administers approximately 45.1% of the region, including most of Jammu, the Kashmir Valley, Ladakh, and the Siachen Glacier.<br/>4. India's claim is contested by Pakistan, which controls approximately 38.2% of Kashmir, consisting of Azad Kashmir and the northern areas of Gilgit and Baltistan.The conflict of Kashmir has its origin in 1947, when British India was separated into the two states of Pakistan and India.<br/>5. As part of the partition process, both countries had agreed that the rulers of princely states would be allowed to opt for membership of either Pakistan or India, or in special cases to remain independent.<br/>6. <strike>India claims Kashmir on the basis of the Instrument of Accession, a legal agreement with Kashmir's leaders executed by Maharaja Hari Singh, then ruler of Kashmir, agreeing to accede the area to India.</strike><br/>7. Pakistan claims Kashmir on the basis of a Muslim majority and of geography, the same principles that were applied for the creation of the two independent states.<br/>8. India referred the dispute to the United Nations on 1 January 1948.<br/>9. In a resolution in 1948, the UN asked Pakistan to remove most of its troops.<br/>10. A plebiscite would then be held.<br/>11. However, Pakistan failed to vacate the region.<br/>12. A ceasefire was reached in 1949 and a Line of Control was established, dividing Kashmir between the two countries.Pakistan's position is that the people of Jammu and Kashmir have the right to determine their future through impartial elections as mandated by the United Nations.<br/>13. India has stated that it believes that Kashmir is an integral part of India, referring to the 1972 Simla Agreement and to the fact that elections take place regularly.<br/>14. Certain Kashmiri independence groups believe that Kashmir should be independent of both India and Pakistan.<br/>",1,is the Kashmir conflict a territorial dispute?,,
371QPA24C2OCPMR8BO4OM6MVOT21TU,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:41 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:41 PST 2016,,,33LK57MYLT5BS2XVK2DRSF638K8SZX,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:25:48 PST 2016,Tue Mar 01 14:36:14 PST 2016,Wed Mar 02 14:36:14 PST 2016,Wed Mar 02 08:21:47 PST 2016,,,626,100% (174/174),100% (174/174),100% (174/174),Nigeria-Ethno-linguistic_groups,6,"Category: Country<br/>Title: Nigeria<br/>Section: Ethno-linguistic groups<br/><br/>1. Nigeria has more than 250 ethnic groups, with varying languages and customs, creating a country of rich ethnic diversity.<br/>2. The largest ethnic groups are the Hausa, Yoruba, Igbo and Fulani, accounting for more than 70% of the population, while the Edo, Ijaw, Kanuri, Ibibio, Ebira, Nupe, Gwari, Itsekiri, Jukun, Urhobo, Igala, Idoma and Tiv comprise between 25 and 30%; other minorities make up the remaining 5%.The middle belt of Nigeria is known for its diversity of ethnic groups, including the Pyem, Goemai, and Kofyar.<br/>3. The official population count of each of Nigeria's ethnicities has always remained controversial and disputed as members of different ethnic groups believe the census is rigged to give a particular group (usually believed to be northern groups) numerical superiority.There are small minorities of British, American, East Indian, Chinese (est.<br/>4. 50,000), white Zimbabwean, Japanese, Greek, Syrian and Lebanese immigrants in Nigeria.<br/>5. Immigrants also include those from other West African or East African nations.<br/>6. <strike>These minorities mostly reside in major cities such as Lagos and Abuja, or in the Niger Delta as employees for the major oil companies.</strike><br/>7. A number of Cubans settled in Nigeria as political refugees following the Cuban Revolution.In the middle of the 19th century, a number of ex-slaves of Afro-Cuban and Afro-Brazilian descent and emigrants from Sierra Leone established communities in Lagos and other regions of Nigeria.<br/>8. Many ex-slaves came to Nigeria following the emancipation of slaves in the Americas.<br/>9. Many of the immigrants, sometimes called Saros (immigrants from Sierra Leone) and Amaro (ex-slaves from Brazil) later became prominent merchants and missionaries in these cities.<br/>",1,How many ethnic groups do they have?,,
3UEDKCTP9VQRXPGN6V75MPQC82BK74,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:41 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:41 PST 2016,,,3XUHV3NRVKYOVFZQ2KUCZXS6YAS5HR,A2ZOZP0FEQ420,Approved,Tue Mar 01 15:28:35 PST 2016,Tue Mar 01 15:28:53 PST 2016,Wed Mar 02 15:28:53 PST 2016,Wed Mar 02 08:21:47 PST 2016,,,18,100% (14/14),100% (14/14),100% (14/14),Mexico-Science_and_technology,1,"Category: Country<br/>Title: Mexico<br/>Section: Science and technology<br/><br/>1. <strike>The National Autonomous University of Mexico was officially established in 1910, and the university become one of the most important institutes of higher learning in Mexico.</strike><br/>2. UNAM provides world class education in science, medicine, and engineering.<br/>3. Many scientific institutes and new institutes of higher learning, such as National Polytechnic Institute (founded in 1936), were established during the first half of the 20th century.<br/>4. Most of the new research institutes were created within UNAM.<br/>5. Twelve institutes were integrated into UNAM from 1929 to 1973.<br/>6. In 1959, the Mexican Academy of Sciences was created to coordinate scientific efforts between academics.In 1995 the Mexican chemist Mario J. Molina shared the Nobel Prize in Chemistry with Paul J. Crutzen and F. Sherwood Rowland for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone.<br/>7. Molina, an alumnus of UNAM, became the first Mexican citizen to win the Nobel Prize in science.In recent years, the largest scientific project being developed in Mexico was the construction of the Large Millimeter Telescope (Gran Telescopio Milimétrico, GMT), the world's largest and most sensitive single-aperture telescope in its frequency range.<br/>8. It was designed to observe regions of space obscured by stellar dust.<br/>",2,"who provides world class education in science, medicine, and engineering",,
372AGES0I457Z8Z9ESK0H0PE5NKRXZ,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:41 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:41 PST 2016,,,358010RM5ET2FZEKDFUB6HAZZOJXVP,A2HTN7HCNBQ8V4,Approved,Tue Mar 01 16:15:22 PST 2016,Tue Mar 01 16:16:36 PST 2016,Wed Mar 02 16:16:36 PST 2016,Wed Mar 02 08:21:47 PST 2016,,,74,100% (45/45),100% (45/45),100% (45/45),Vietnam-1976–present:_reunification_and_reforms,4,"Category: Country<br/>Title: Vietnam<br/>Section: 1976–present: reunification and reforms<br/><br/>1. In the aftermath of the war, under Lê Duẩn's administration, the government embarked on a mass campaign of collectivization of farms and factories.<br/>2. This caused economic chaos and resulted in triple-digit inflation, while national reconstruction efforts progressed slowly.<br/>3. At least one million South Vietnamese were sent to reeducation camps, with an estimated 165,000 prisoners dying.<br/>4. <strike>Between 100,000 and 200,000 South Vietnamese were executed in extrajudicial killings; another 50,000 died performing hard labor in ""New Economic Zones"".</strike><br/>5. In the late 1970s and early 1980s, millions of people fled the country in crudely built boats, creating an international humanitarian crisis; hundreds of thousands died at sea.In 1978, the Vietnamese military invaded Cambodia to remove from power the Khmer Rouge, who had been attacking Vietnamese border villages.<br/>6. Vietnam was victorious, installing a government in Cambodia which ruled until 1989.<br/>7. This action worsened relations with the Chinese, who launched a brief incursion into northern Vietnam in 1979.<br/>8. This conflict caused Vietnam to rely even more heavily on Soviet economic and military aid.At the Sixth National Congress of the Communist Party of Vietnam in December 1986, reformist politicians replaced the ""old guard"" government with new leadership.<br/>9. The reformers were led by 71-year-old Nguyen Van Linh, who became the party's new general secretary.<br/>10. Linh and the reformers implemented a series of free-market reforms – known as """" (""Renovation"") – which carefully managed the transition from a planned economy to a ""socialist-oriented market economy"".Though the authority of the state remained unchallenged under ""Đổi Mới"", the government encouraged private ownership of farms and factories, economic deregulation and foreign investment, while maintaining control over strategic industries.<br/>11. The Vietnamese economy subsequently achieved strong growth in agricultural and industrial production, construction, exports and foreign investment.<br/>12. However, these reforms have also caused a rise in income inequality and gender disparities.<br/>",1,"Who was the leader of Vietnam who, in the aftermath of the war, ordered the government to embark on a mass campaign of collectivization of farms and factories?",,
32TMVRKDGNYAJ1W3V8CVT8XBM0R48L,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:41 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:41 PST 2016,,,3GU1KF0O4I1IXCENM7TUBSUPUXIBPX,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:42:40 PST 2016,Tue Mar 01 14:55:13 PST 2016,Wed Mar 02 14:55:13 PST 2016,Wed Mar 02 08:21:48 PST 2016,,,753,100% (174/174),100% (174/174),100% (174/174),Egypt-Abstract,8,"Category: Country<br/>Title: Egypt<br/>Section: Abstract<br/><br/>1. Egypt ( """"), is a transcontinental country spanning the northeast corner of Africa and southwest corner of Asia, via a land bridge formed by the Sinai Peninsula.<br/>2. Most of its territory of lies within the Nile Valley of North Africa and is bordered by the Mediterranean Sea to the north, the Gaza Strip and Israel to the northeast, the Gulf of Aqaba to the east, the Red Sea to the east and south, Sudan to the south and Libya to the west.With over 86 million inhabitants, Egypt is one of the most populous countries in Africa and the Middle East, and the 15th-most populated in the world.<br/>3. The great majority of its people live near the banks of the Nile River, an area of about , where the only arable land is found.<br/>4. The large regions of the Sahara Desert, which constitute most of Egypt's territory, are sparsely inhabited.<br/>5. About half of Egypt's residents live in urban areas, with most spread across the densely populated centres of greater Cairo, Alexandria and other major cities in the Nile Delta.Egypt has one of the longest histories of any modern state, having been continuously inhabited since the 10th millennium BC.<br/>6. Its monuments, such as the Giza Necropolis and its Great Sphinx, were constructed by its ancient civilization, which was one of the most powerful of its time and one of the first six civilizations to arise independently in the world.<br/>7. Its ancient ruins, such as those of Memphis, Thebes, Karnak, and the Valley of the Kings outside Luxor, are a significant focus of archaeological study and popular interest from around the world.<br/>8. <strike>Egypt's rich cultural legacy, as well as the attraction of its Red Sea Riviera, have made tourism a vital part of the economy, employing about 12 percent of the country's workforce.The economy of Egypt is one of the most diversified in the Middle East, with sectors such as tourism, agriculture, industry and services at almost equal production levels.</strike><br/>9. Egypt is considered to be a regional and middle power, with significant cultural, political, and military influence in North Africa, the Middle East and the Muslim world.<br/>",9,What kind of power is Egypt considered as?,,
3TRB893CSJAMV3K4G4MQOXYJ1LTG7W,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:41 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:41 PST 2016,,,3SKRO2GZ71RG9NZF7IVX9ZVHEBR1K9,A2ZOZP0FEQ420,Approved,Tue Mar 01 15:32:20 PST 2016,Tue Mar 01 15:32:58 PST 2016,Wed Mar 02 15:32:58 PST 2016,Wed Mar 02 08:21:48 PST 2016,,,38,100% (14/14),100% (14/14),100% (14/14),Turkey-Geography,13,"Category: Country<br/>Title: Turkey<br/>Section: Geography<br/><br/>1. Turkey is a transcontinental Eurasian country.<br/>2. Asian Turkey (made up largely of Anatolia), which includes 97% of the country, is separated from European Turkey by the Bosphorus, the Sea of Marmara, and the Dardanelles.<br/>3. European Turkey comprises 3% of the country.The territory of Turkey is more than 1,600 kilometres (1,000 mi) long and 800 km (500 mi) wide, with a roughly rectangular shape.<br/>4. It lies between latitudes 35° and 43° N, and longitudes 25° and 45° E. Turkey's area, including lakes, occupies 783,562 square kilometres (300,948 sq mi), of which 755,688 square kilometres (291,773 sq mi) are in Southwest Asia and 23,764 square kilometres (9,174 sq mi) in Europe.<br/>5. Turkey is the world's 37th-largest country in terms of area.<br/>6. The country is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean to the south.<br/>7. Turkey also contains the Sea of Marmara in the northwest.The European section of Turkey, East Thrace, forms the borders of Turkey with Greece and Bulgaria.<br/>8. The Asian part of the country, Anatolia, consists of a high central plateau with narrow coastal plains, between the Köroğlu and Pontic mountain ranges to the north and the Taurus Mountains to the south.<br/>9. Eastern Turkey has a more mountainous landscape and is home to the sources of rivers such as the Euphrates, Tigris and Aras, and contains Mount Ararat, Turkey's highest point at 5,137 metres (16,854 ft), and Lake Van, the largest lake in the country.Turkey is divided into seven census regions: Marmara, Aegean, Black Sea, Central Anatolia, Eastern Anatolia, Southeastern Anatolia and the Mediterranean.<br/>10. The uneven north Anatolian terrain running along the Black Sea resembles a long, narrow belt.<br/>11. This region comprises approximately one-sixth of Turkey's total land area.<br/>12. As a general trend, the inland Anatolian plateau becomes increasingly rugged as it progresses eastward.Turkey's varied landscapes are the product of complex earth movements that have shaped the region over thousands of years and still manifest themselves in fairly frequent earthquakes and occasional volcanic eruptions.<br/>13. <strike>The Bosphorus and the Dardanelles owe their existence to the fault lines running through Turkey that led to the creation of the Black Sea.</strike><br/>14. There is an earthquake fault line across the north of the country from west to east, along which a major earthquake occurred in 1999.<br/>",1,who is a transcontinental Eurasian country.,,
3BJKPTD2QCC0IRQP9IJ3SX48SRVTRH,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:42 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:42 PST 2016,,,39JEC7537U1EC13PMJYOS4PPY6ICVP,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:30:38 PST 2016,Tue Mar 01 14:41:38 PST 2016,Wed Mar 02 14:41:38 PST 2016,Wed Mar 02 08:21:48 PST 2016,,,660,100% (174/174),100% (174/174),100% (174/174),Germany-Health,8,"Category: Country<br/>Title: Germany<br/>Section: Health<br/><br/>1. Germany has the world's oldest universal health care system, dating back to Bismarck's social legislation in 1883.<br/>2. He stressed the importance of three key principles; solidarity, the government is responsible to ensure access by those who are in need, subsidiarity, policies are implemented with smallest no political and administrative influence, and corporatism, the government representative bodies in health care professions deems feasible procedures.<br/>3. Since then there have been many reforms and provisions to ensure a balanced health care system.<br/>4. Currently the population is covered by a fairly comprehensive health insurance plan provided by statute.<br/>5. Certain groups of people (lifetime officials, self-employed persons, employees with high income) can opt out of the plan and switch to a private insurance contract.<br/>6. Previously, these groups could also choose to do without insurance, but this option was dropped in 2009.<br/>7. According to the World Health Organization, Germany's health care system was 77% government-funded and 23% privately funded .<br/>8. <strike>In 2005, Germany spent 11% of its GDP on health care.</strike><br/>9. Germany ranked 20th in the world in life expectancy with 77 years for men and 82 years for women, and it had a very low infant mortality rate (4 per 1,000 live births)., the principal cause of death was cardiovascular disease, at 41%, followed by malignant tumours, at 26%., about 82,000 Germans had been infected with HIV/AIDS and 26,000 had died from the disease (cumulatively, since 1982).This article may incorporate text from this source, which is in the public domain.</ref>According to a 2005 survey, 27% of German adults are smokers.<br/>",1,Who has the world oldest universal health care system?,,
34XASH8KLQMBTJKQNTE21O91X1CMPI,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:42 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:42 PST 2016,,,32N49TQG3GIQJM6R252XM9Z1Y39AVX,A5EU1AQJNC7F2,Approved,Tue Mar 01 16:06:28 PST 2016,Tue Mar 01 16:07:11 PST 2016,Wed Mar 02 16:07:11 PST 2016,Wed Mar 02 08:21:48 PST 2016,,,43,100% (158/158),100% (112/112),100% (27/27),Thailand-28_June_1932,3,"Category: Country<br/>Title: Thailand<br/>Section: 28 June 1932<br/><br/>1. Prior to 1932, the Kingdom of Siam did not possess a legislature, as all legislative powers were vested within the person of the monarch.<br/>2. This had been the case since the foundation of the Sukhothai Kingdom in the 12th century: as the king was seen as a ""Dharmaraja"" or ""King who rules in accordance with Dharma"" (the Buddhist law of righteousness).<br/>3. <strike>However on 24 June 1932 a group of civilians and military officers, calling themselves the Khana Ratsadon (or People's Party) carried out a bloodless revolution, in which the 150 years of absolute rule of the House of Chakri was ended.</strike><br/>4. In its stead the group advocated a constitutional form of monarchy with an elected legislature.The ""Draft Constitution"" of 1932 signed by King Prajadhipok, created Thailand's first legislature, a People's Assembly with 70 appointed members.<br/>5. The assembly met for the first time on 28 June 1932, in the Ananda Samakhom Throne Hall.<br/>6. The Khana Ratsadon decided that the people were not yet ready for an elected assembly; however they later changed their minds.<br/>7. By the time the ""permanent"" constitution came into force in December of that year, elections were scheduled for 15 November 1933.<br/>8. The new constitution also changed the composition of the assembly to 78 directly elected and 78 appointed (by the Khana Ratsadon) together compromising 156 members.<br/>",5,What year did the assembly meet?,,
33K3E8REWWV1H3KDFJE0QJU9FVWX8T,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:42 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:42 PST 2016,,,352YTHGROVD6ZWVQOFB2U5MSYEOH4P,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:22:36 PST 2016,Tue Mar 01 14:31:48 PST 2016,Wed Mar 02 14:31:48 PST 2016,Wed Mar 02 08:21:48 PST 2016,,,552,100% (174/174),100% (174/174),100% (174/174),Italy-Architecture,3,"Category: Country<br/>Title: Italy<br/>Section: Architecture<br/><br/>1. Italy has a very broad and diverse architectural style, which cannot be simply classified by period, but also by region, because of Italy's division into several regional states until 1861.<br/>2. This has created a highly diverse and eclectic range in architectural designs.Italy is known for its considerable architectural achievements, such as the construction of arches, domes and similar structures during ancient Rome, the founding of the Renaissance architectural movement in the late-14th to 16th centuries, and being the homeland of Palladianism, a style of construction which inspired movements such as that of Neoclassical architecture, and influenced the designs which noblemen built their country houses all over the world, notably in the UK, Australia and the US during the late 17th to early 20th centuries.<br/>3. <strike>Several of the finest works in Western architecture, such as the Colosseum, the Milan Cathedral and Florence cathedral, the Leaning Tower of Pisa and the building designs of Venice are found in Italy.Italian architecture has also widely influenced the architecture of the world.</strike><br/>4. British architect Inigo Jones, inspired by the designs of Italian buildings and cities, brought back the ideas of Italian Renaissance architecture to 17th-century England, being inspired by Andrea Palladio.<br/>5. Additionally, Italianate architecture, popular abroad since the 19th century, was used to describe foreign architecture which was built in an Italian style, especially modelled on Renaissance architecture.<br/>",4,Is Inigo Jones British?,,
3DWGDA5POF4R2EVXGJ43NOAGLEI1VA,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:42 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:42 PST 2016,,,3VE8AYVF8MXN41RM5SDF8WQKKLH8FZ,A2ZOZP0FEQ420,Approved,Tue Mar 01 15:36:57 PST 2016,Tue Mar 01 15:39:22 PST 2016,Wed Mar 02 15:39:22 PST 2016,Wed Mar 02 08:21:48 PST 2016,,,145,100% (14/14),100% (14/14),100% (14/14),Canada-Abstract,6,"Category: Country<br/>Title: Canada<br/>Section: Abstract<br/><br/>1. Canada is a country in North America consisting of 10 provinces and 3 territories.<br/>2. Located in the northern part of the continent, it extends from the Atlantic to the Pacific and northward into the Arctic Ocean.<br/>3. At 9.98 million square kilometres in total, Canada is the world's second-largest country by total area, and its common border with the United States is the world's longest land border shared by the same two countries.The land that is now Canada has been inhabited for millennia by various Aboriginal peoples.<br/>4. Beginning in the late 15th century, British and French colonies were established on the region's Atlantic coast.<br/>5. As a consequence of various conflicts, the United Kingdom gained and lost North American territories until left in the late 18th century with what mostly comprises Canada today.<br/>6. <strike>On July 1, 1867, three British colonies joined to form the federal dominion of Canada.</strike><br/>7. Other colonies subsequently joined and the remainder of Britain's lands were transferred to Canada.Canada is a federal parliamentary democracy and a constitutional monarchy, with Queen Elizabeth II as its head of state.<br/>8. Canada is a member of the Commonwealth of Nations.<br/>9. The country is officially bilingual at the federal level.<br/>10. It is one of the world's most ethnically diverse and multicultural nations, the product of large-scale immigration from many countries, with a population of approximately 35 million as of December 2012.<br/>11. Its advanced economy is one of the largest in the world, relying chiefly upon its abundant natural resources and well-developed trade networks.<br/>12. Canada's long and complex relationship with the United States has had a significant impact on its economy and culture.Canada is a developed country and one of the wealthiest in the world, with the eighth highest per capita income globally, and the eleventh highest ranking in the Human Development Index.<br/>13. It ranks among the highest in international measurements of education, government transparency, civil liberties, quality of life, and economic freedom.<br/>14. Canada's participation in economic international and intergovernmental institutions or groupings includes the G8 (Group of Eight), the Group of Ten (economic), the Group of Twenty (G-20 major economies), the North American Free Trade Agreement and the Asia-Pacific Economic Cooperation forum.<br/>15. Canada's alliances include the North Atlantic Treaty Organization (NATO).<br/>",1,which country is consisting of 10 provinces and 3 territories.,,
3ABAOCJ4R84WTVL5N6TR1TZB2XYMQ9,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:42 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:42 PST 2016,,,33PPO7FECVFJVNP3N8UGXLHDB4XDIS,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:25:18 PST 2016,Tue Mar 01 14:34:52 PST 2016,Wed Mar 02 14:34:52 PST 2016,Wed Mar 02 08:21:48 PST 2016,,,574,100% (174/174),100% (174/174),100% (174/174),Spain-Music_and_dance,4,"Category: Country<br/>Title: Spain<br/>Section: Music and dance<br/><br/>1. Spanish music is often considered abroad to be synonymous with flamenco, a West Andalusian musical genre, which, contrary to popular belief, is not widespread outside that region.<br/>2. Various regional styles of folk music abound in Aragon, Catalonia, Valencia, Castile, the Basque Country, Galicia and Asturias.<br/>3. Pop, rock, hip hop and heavy metal are also popular.In the field of classical music, Spain has produced a number of noted composers such as Isaac Albéniz, Manuel de Falla and Enrique Granados and singers and performers such as Plácido Domingo, José Carreras, Montserrat Caballé, Alicia de Larrocha, Alfredo Kraus, Pablo Casals, Ricardo Viñes, José Iturbi, Pablo de Sarasate, Jordi Savall and Teresa Berganza.<br/>4. <strike>In Spain there are over forty professional orchestras, including the Orquestra Simfònica de Barcelona, Orquesta Nacional de España and the Orquesta Sinfónica de Madrid.</strike><br/>5. Major opera houses include the Teatro Real,the Gran Teatre del Liceu, Teatro Arriaga and the El Palau de les Arts Reina Sofía.Thousands of music fans also travel to Spain each year for internationally recognised summer music festivals Sónar which often features the top up and coming pop and techno acts, and Benicàssim which tends to feature alternative rock and dance acts.<br/>6. Both festivals mark Spain as an international music presence and reflect the tastes of young people in the country.The most popular traditional musical instrument, the guitar, originated in Spain.<br/>7. Typical of the north are the traditional bag pipers or ""gaiteros"", mainly in Asturias and Galicia.<br/>",3,"Is pop,rock, hiphop and heavy metal popular?",,
3X2YVV51PU44H3V26T9Z9QTUSNK1WK,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 14:20:42 PST 2016,1,BatchId:2291351;,900,86400,Wed Mar 02 14:20:42 PST 2016,,,3HMVI3QICJSBTSOWBXWOI7ASCQTY1U,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:40:49 PST 2016,Tue Mar 01 14:49:26 PST 2016,Wed Mar 02 14:49:26 PST 2016,Wed Mar 02 08:21:48 PST 2016,,,517,100% (174/174),100% (174/174),100% (174/174),The_Lord_of_the_Rings-Publication_history,9,"Category: Movies<br/>Title: The Lord of the Rings<br/>Section: Publication history<br/><br/>1. A dispute with his publisher, George Allen & Unwin, led to the book being offered to Collins in 1950.<br/>2. Tolkien intended ""The Silmarillion"" (itself largely unrevised at this point) to be published along with ""The Lord of the Rings,"" but A&U were unwilling to do this.<br/>3. After Milton Waldman, his contact at Collins, expressed the belief that ""The Lord of the Rings"" itself ""urgently wanted cutting"", Tolkien eventually demanded that they publish the book in 1952.<br/>4. Collins did not; and so Tolkien wrote to Allen and Unwin, saying, ""I would gladly consider the publication of any part of the stuff.<br/>5. ""For publication, the book was divided into three volumes: ""The Fellowship of the Ring"" (Books I, ""The Ring Sets Out"", and II, ""The Ring Goes South""), ""The Two Towers"" (Books III, ""The Treason of Isengard"", and IV, ""The Ring Goes East""), and ""The Return of the King"" (Books V, ""The War of the Ring"", and VI, ""The End of the Third Age"", plus six appendices).<br/>6. This was due largely to post-war paper shortages, as well as being a way to keep down the price of the book.<br/>7. Delays in producing appendices, maps and especially indices led to the volumes being published later than originally hoped — on 21 July 1954, on 11 November 1954 and on 20 October 1955 respectively in the United Kingdom, and slightly later in the United States.<br/>8. ""The Return of the King"" was especially delayed.<br/>9. <strike>Tolkien, moreover, did not especially like the title ""The Return of the King"", believing it gave away too much of the storyline.</strike><br/>10. He had originally suggested ""The War of the Ring"", which was dismissed by his publishers.The books were published under a profit-sharing arrangement, whereby Tolkien would not receive an advance or royalties until the books had broken even, after which he would take a large share of the profits.<br/>11. It has ultimately become the second best-selling novel ever written, with over 150 million copies sold.<br/>12. Only ""A Tale of Two Cities"" by Charles Dickens has sold more copies worldwide (over 200 million) while the fourth best-selling novel is Tolkien's ""The Hobbit"".<br/>",3,When did Tolien demad the book was published (LotR),,
