HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.content,Answer.QuestionSentencesBox,Answer.QuestionTextBox,Approve,Reject
3RHLQY6EDT4M0WSUCGNBF0BCXVOD48,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:59 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:59 PST 2016,,,3E47SOBEYQW9QVJPNCZ5DFZVRC3CIQ,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:00:54 PST 2016,Thu Mar 03 17:01:33 PST 2016,Fri Mar 04 17:01:33 PST 2016,2016-03-05 01:03:10 UTC,,,39,100% (348/348),100% (348/348),100% (225/225),Palace_of_Versailles-The_four_building_campaigns_(1664–1710),"Category: Travel<br/>Title: Palace of Versailles<br/>Section: The four building campaigns (1664–1710)<br/><br/>1. The four building campaigns (1664–1710).The first building campaign (1664–1668) commenced with the ""Plaisirs de l'Île enchantée"" (Pleasures of the Enchanted Island) of 1664, a fête that was held between 7 and 13 May 1664.<br/>2. The campaign involved alterations in the château and gardens to accommodate the 600 guests invited to the party.<br/>3. (Nolhac, 1899, 1901; Marie, 1968; Verlet, 1985).The second building campaign (1669–1672) was inaugurated with the signing of the Treaty of Aix-la-Chapelle, which ended the War of Devolution.<br/>4. During this campaign, the château began to assume some of the appearance that it has today.<br/>5. The most important modification of the château was Le Vau's envelope of Louis XIII's hunting lodge.<br/>6. (Nolhac, 1901; Marie, 1972; Verlet, 1985).<br/>7. Significant to the design and construction of the ""grands appartements"" is that the rooms of both apartments are of the same configuration and dimensions – a hitherto unprecedented feature in French palace design.<br/>8. Both the ""grand appartement du roi"" and the ""grand appartement de la reine"" formed a suite of seven enfilade rooms.<br/>9. The decoration of the rooms, which was conducted under Le Brun's direction, depicted the ""heroic actions of the king"" and were represented in allegorical form by the actions of historical figures from the antique past (Alexander the Great, Augustus, Cyrus, etc.).<br/>10. (Berger, 1986; Félibien, 1674; Verlet, 1985).With the signing of the Treaty of Nijmegen in 1678, which ended the Dutch War, the third building campaign at Versailles began (1678–1684).<br/>11. Under the direction of the architect, Jules Hardouin-Mansart, the Palace of Versailles acquired much of the look that it has today.<br/>12. In addition to the Hall of Mirrors, Hardouin-Mansart designed the north and south wings and the ""Orangerie"".<br/>13. Le Brun was occupied not only with the interior decoration of the new additions of the palace, but also collaborated with Le Nôtre's in landscaping the palace gardens (Berger, 1985; Thompson, 2006; Verlet, 1985).Soon after the defeat of the War of the League of Augsburg (1688–1697), Louis XIV undertook his last building campaign at Versailles.<br/>14. The fourth building campaign (1699–1710) concentrated almost exclusively on construction of the royal chapel designed by Hardouin-Mansart and finished by Robert de Cotte.<br/>15. There were also some modifications in the ""appartement du roi"", namely the construction of the ""Salon de l'Œil de Bœuf"" and the King's Bedchamber.<br/>16. With the completion of the chapel in 1710, virtually all construction at Versailles ceased; building would not be resumed at Versailles until some twenty one years later during the reign of Louis XV (Nolhac, 1911; Marie, 1976, 1984; Verlet, 1985).<br/>",1,When was the first building campaign?,,
3GMLHYZ0LEXOF5H0NI175PJ7EWHUYJ,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:59 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:59 PST 2016,,,3JCG6DTRV3QQ1UHR52596MFYM1MQQD,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:17:42 PST 2016,Thu Mar 03 17:17:56 PST 2016,Fri Mar 04 17:17:56 PST 2016,2016-03-05 01:18:12 UTC,,,14,100% (348/348),100% (348/348),100% (225/225),Epcot-Future_World,"Category: Travel<br/>Title: Epcot<br/>Section: Future World<br/><br/>1. Future World consists of a variety of pavilions that explore innovative aspects and applications including technology and science.<br/>2. Future World also serves as the park's main entrance and features the park's iconic landmark, Spaceship Earth, a large geodesic sphere structure which houses a themed attraction inside.<br/>3. Originally, each pavilion of Future World featured a unique circular logo which was featured on park signage and the attractions themselves.<br/>4. The logos, including that of Epcot itself, have been phased out over recent years, but some remnants still remain scattered throughout the park, the pavilions are now instead identified by name and recognized by the main attraction(s) housed inside.<br/>5. The various pavilions located in Future World include the following:<br/>6. •&nbsp;&nbsp;&nbsp;&nbsp;Spaceship Earth<br/>7. •&nbsp;&nbsp;&nbsp;&nbsp;Innoventions East<br/>8. •&nbsp;&nbsp;&nbsp;&nbsp;Innoventions West<br/>9. •&nbsp;&nbsp;&nbsp;&nbsp;Universe of Energy<br/>10. •&nbsp;&nbsp;&nbsp;&nbsp;Test Track<br/>11. •&nbsp;&nbsp;&nbsp;&nbsp;The Seas with Nemo and Friends<br/>12. •&nbsp;&nbsp;&nbsp;&nbsp;The Land<br/>13. •&nbsp;&nbsp;&nbsp;&nbsp;Imagination!<br/>14. •&nbsp;&nbsp;&nbsp;&nbsp;Wonders of Life/Festival Center (Seasonal Operation)<br/>",1,What is Future World?,,
3UV0D2KX1MJJYG6Q3MI130EX9834F9,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:59 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:59 PST 2016,,,3BXQMRHWKZYR88QGUIIXZESIFLVMUR,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:09:16 PST 2016,Thu Mar 03 17:09:49 PST 2016,Fri Mar 04 17:09:49 PST 2016,2016-03-05 01:13:09 UTC,,,33,100% (348/348),100% (348/348),100% (225/225),How_I_Met_Your_Mother-Season_8,"Category: Tv<br/>Title: How I Met Your Mother<br/>Section: Season 8<br/><br/>1. Ted visits Robin on the day of her wedding to Barney, causing him to remember how he and Victoria ran away from her wedding to be together.<br/>2. The summer is spent with Ted, Barney and Robin enjoying their current relationships however all subsequently break up with their partners.<br/>3. Victoria splits up with Ted over his friendship with Robin, Barney and Quinn break up due to their inability to trust each other and Robin breaks up with Nick realizing his immaturity.<br/>4. Robin and Barney kiss but decide not to get together, despite Barney's wishes.<br/>5. Barney then begins dating Robin's hated co-worker Patrice (Ellen D. Williams), a relationship later exposed as a ruse to make Robin realize her true feelings for him.<br/>6. In a culminating scene Barney proposes to Robin, who says yes.Marshall and Lily attempt to get used to being parents, which causes a brief estrangement from the gang as Baby Marvin takes up the majority of their time.<br/>7. Lily's father Mickey becomes Marvin's nanny, freeing the two up to spend more time with their friends.<br/>8. The Captain, ex-husband of Ted's old girlfriend Zoey, offers Lily a job as an art consultant due to her identifying a painting that made a huge profit for him.<br/>9. Lily accepts, happy to finally achieve her dream of having a job in the art industry while Marshall decides to apply to become a judge.<br/>10. The Captain offers Lilly a year's work in Rome, which she accepts with Marshall's blessing.<br/>11. However, just before Barney and Robin's wedding, Marshall is informed that his application to become a judge has been granted, a development that would require them to stay in the US.Ted briefly dates Jeanette (Abby Elliott), a girl who stalked him after he appeared on the cover of ""New York Magazine"" due to his design of GNB headquarters.<br/>12. He quickly realizes he's made a mistake and breaks up with her.<br/>13. Ted's feelings of loneliness grow, especially as he is now the only single member of the group, and he decides he is truly ready to settle down.<br/>14. He argues with Lily over hiring a DJ or a band for Barney and Robin's wedding, but is forced to provide a band at short notice when Lily concedes the argument.<br/>15. During a chance meeting on the subway, Cindy offers the services of her roommate's wedding band; said roommate is Ted's future wife.As the week of the wedding approaches, Robin has doubts about marrying Barney and shares an emotional moment with Ted.<br/>16. Guilty, Ted realizes he can't be around Barney and Robin after they're married and decides to move to Chicago the day after the wedding.<br/>17. The season concludes with everyone travelling to Barney and Robin's wedding, including the mother of Ted's children (revealed on screen for the first time and portrayed by Cristin Milioti), who is seen buying a train ticket to the venue and holding her yellow umbrella.<br/>",17,How does the season conclude?,,
33K3E8REWWV1H3KDFJE0QJU9FZVX80,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:32:01 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:32:01 PST 2016,,,3PW9OPU9PQKLS7VPICPT939NYJI12H,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:25:04 PST 2016,Thu Mar 03 17:25:28 PST 2016,Fri Mar 04 17:25:28 PST 2016,2016-03-05 01:28:11 UTC,,,24,100% (348/348),100% (348/348),100% (225/225),Sistine_Chapel_ceiling-Treatment,"Category: Art<br/>Title: Sistine Chapel ceiling<br/>Section: Treatment<br/><br/>1. Michelangelo's depiction of the Genealogy of Jesus departs from an artistic tradition for this topic that was common in medieval times, especially in stained-glass windows.<br/>2. This so-called Jesse Tree shows Jesse lying prone and a tree growing from his side with the ancestors on each branch, in a visual treatment of a biblical verse.The figures in the lunettes appear to be families, but in every case they are families that are divided.<br/>3. The figures in them are physically divided by the name tablet but they are also divided by a range of human emotions that turn them outward or in on themselves and sometimes towards their partner with jealousy, suspicion, rage or simply boredom.<br/>4. In them Michelangelo has portrayed the anger and unhappiness of the human condition, painting ""the daily round of merely domestic life as if it were a curse"".<br/>5. In their constraining niches, the ancestors ""sit, squat and wait"".<br/>6. Of the fourteen lunettes, the two that were probably painted first, the families of Eleazar and Mathan and of Jacob and Joseph are the most detailed.<br/>7. They become progressively broader towards the altar end, one of the last being painted in only two days.<br/>8. The Eleazar and Mathan picture contains two figures with a wealth of costume detail that is not present in any other lunette.Prior to restoration, of all the paintings in the Sistine Chapel, the lunettes and spandrels were the dirtiest.<br/>9. Added to this, there has always been a problem of poor daytime visibility of the panels nearest the windows because of ""halination"".<br/>10. Consequently, they were the least well known of all Michelangelo's publicly accessible works.<br/>11. The recent restoration has made these masterly studies of human nature and inventive depiction of the human form known once more.Section References<br/>",6,Which lunettes were painted first?,,
386659BNTLHB9DUHDMGE2VKQRM501P,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:32:00 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:32:00 PST 2016,,,3IXQG4FA2TYX5PYG5IXXP2UAQ1F9BW,A2RMJNF6IPI42F,Approved,Thu Mar 03 16:51:04 PST 2016,Thu Mar 03 16:51:34 PST 2016,Fri Mar 04 16:51:34 PST 2016,2016-03-05 00:53:12 UTC,,,30,100% (348/348),100% (348/348),100% (225/225),Lincoln_Memorial-Sculptural_features,"Category: Travel<br/>Title: Lincoln Memorial<br/>Section: Sculptural features<br/><br/>1. The sculpture has been at the center of two urban legends.<br/>2. Some have claimed that the face of General Robert E. Lee was carved onto the back of Lincoln's head, and looks back across the Potomac toward his former home, Arlington House, now within the bounds of Arlington National Cemetery.<br/>3. Another popular legend is that Lincoln is shown using sign language to represent his initials, with his left hand shaped to form an ""A"" and his right hand to form an ""L"", the president's initials.<br/>4. The National Park Service denies both legends.However, historian Gerald Prokopowicz writes that, while it is not clear that sculptor Daniel Chester French intended Lincoln's hands to be formed into sign language versions of his initials, it is possible that French did intend it, because he was familiar with American Sign Language, and he would have had a reason to do so, that is, to pay tribute to Lincoln for having signed the federal legislation giving Gallaudet University, a university for the deaf, the authority to grant college degrees.<br/>5. The National Geographic Society's publication, ""Pinpointing the Past in Washington, D.C."" states that Daniel Chester French had a son who was deaf and that the sculptor was familiar with sign language.<br/>6. Historian James A. Percoco has observed that, although there are no extant documents showing that French had Lincoln's hands carved to represent the letters ""A"" and ""L"" in American Sign Language, ""I think you can conclude that it's reasonable to have that kind of summation about the hands.""<br/>",2,What is one of the legends tied to the sculpture?,,
3EFNPKWBMSO7JG8W0QUXQOZNP6J03H,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:32:00 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:32:00 PST 2016,,,3EKVH9QMEY4FK2B1Y59OA5AWNGJD2H,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:10:13 PST 2016,Thu Mar 03 17:10:57 PST 2016,Fri Mar 04 17:10:57 PST 2016,2016-03-05 01:13:09 UTC,,,44,100% (348/348),100% (348/348),100% (225/225),Dissolution_of_the_Monasteries-Politics,"Category: Historical Events<br/>Title: Dissolution of the Monasteries<br/>Section: Politics<br/><br/>1. The dissolution and destruction of the monasteries and shrines was very unpopular in many areas.<br/>2. In the north of England, centering on Yorkshire and Lincolnshire, the suppression of the monasteries led to a popular rising, the Pilgrimage of Grace, that threatened the Crown for some weeks.<br/>3. In 1536 there were major, popular uprisings in Lincolnshire and Yorkshire and a further rising in Norfolk the following year.<br/>4. Rumours were spread that the King was going to strip the parish churches too, and even tax cattle and sheep.<br/>5. The rebels called for an end to the dissolution of the monasteries, for the removal of Cromwell, and for Henry's daughter, and eldest child, the Catholic Mary to be named as successor in place of his younger son, Edward.<br/>6. Henry defused the movement with solemn promises, all of which went unkept, and then summarily executed the leaders.However, when Mary succeeded to the throne in 1553, her hopes for a revival of English religious life proved a failure.<br/>7. Westminster Abbey, which had been retained as a cathedral, reverted to being a monastery; while the communities of the Bridgettine nuns and of the Observant Franciscans, which had gone into exile in the reign of Henry VIII, were able to return to their former houses at Syon and Greenwich respectively.<br/>8. A small group of fifteen surviving Carthusians was re-established in their old house at Sheen, as also were eight Dominican canonesses in Dartford.<br/>9. A house of Dominican friars was established at Smithfield, but this was only possible through importing professed religious from Holland and Spain, and Mary's hopes of further refoundations foundered, as she found it very difficult to persuade former monks and nuns to resume the religious life; consequently schemes for restoring the abbeys at Glastonbury and St Albans failed for lack of volunteers.<br/>10. All the refounded houses were in properties that had remained in Crown possession; but, in spite of much prompting, none of Mary's lay supporters would co-operate in returning their holdings of monastic lands to religious use; while the lay lords in Parliament proved unremittingly hostile, as a revival of the ""mitred"" abbeys would have returned the House of Lords to having an ecclesiastical majority.<br/>11. Moreover, there remained a widespread suspicion that the return of religious communities to their former premises might call into question the legal title of lay purchasers of monastic land, and accordingly all Mary's foundations were technically new communities in law.<br/>12. In 1554 Cardinal Pole, the Papal Legate, negotiated a papal dispensation allowing the new owners to retain the former monastic lands, and in return Parliament enacted the heresy laws in January 1555.<br/>13. When Mary died and was succeeded by her sister Elizabeth, five of the six revived communities left again to exile in continental Europe.<br/>14. An Act of Elizabeth's first parliament dissolved the refounded houses; but although Elizabeth offered to allow the monks in Westminster to remain in place with restored pensions if they took the Oath of Supremacy and conformed to the new Book of Common Prayer, all refused and dispersed unpensioned.<br/>15. In less than 20 years, the monastic impulse had effectively been extinguished in England; and was only revived, even amongst Catholics, in the very different form of the new and reformed counter-reformation orders, such as the Jesuits.<br/>",13,What happened when Mary died?,,
3T6SSHJUZFAXGE7VPJQQ0Y18UIXIIU,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:32:00 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:32:00 PST 2016,,,3WOKGM4L71GZSPZC9RJQ2BTGUW50OG,A2RMJNF6IPI42F,Approved,Thu Mar 03 16:56:26 PST 2016,Thu Mar 03 16:57:57 PST 2016,Fri Mar 04 16:57:57 PST 2016,2016-03-05 00:58:10 UTC,,,91,100% (348/348),100% (348/348),100% (225/225),Magic_Kingdom-Enchanted_Forest,"Category: Travel<br/>Title: Magic Kingdom<br/>Section: Enchanted Forest<br/><br/>1. With the completion of Storybook Circus and Enchanted Forest, Magic Kingdom Park now covers 133 acres.Recent conceptual artwork shows several new additions and changes that will make up the New Fantasyland.<br/>2. Included is a new , themed to Disney's 1989 film ""The Little Mermaid"", that originally opened at Disney California Adventure.<br/>3. There is also an area, themed to Disney's 1991 film ""Beauty and the Beast"", featuring the Beast's Castle with a new dining experience, Gaston's Tavern, and Belle's cottage.<br/>4. Snow White's Scary Adventures was removed to build Princess Fairytale Hall, a meet-n-greet.<br/>5. This portion of the New Fantasyland officially opened on December 6, 2012.<br/>6. Opening on March 3rd, 2014 will be another part of the New Fantasyland featuring an attraction themed to ""Snow White and the Seven Dwarfs"", which will feature Snow White's cottage and The Seven Dwarfs Mine Train roller coaster ride, the first roller coaster to move in a wobbling motion on track, which should open in the Spring.<br/>",5,When did the Enchanted Forest open?,,
3DWGDA5POF4R2EVXGJ43NOAGLIHV1B,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:32:00 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:32:00 PST 2016,,,3OE22WJIGIOITNO8MBPEGNCNPMUUQO,A2RMJNF6IPI42F,Approved,Thu Mar 03 17:29:35 PST 2016,Thu Mar 03 17:30:01 PST 2016,Fri Mar 04 17:30:01 PST 2016,2016-03-05 01:33:09 UTC,,,26,100% (348/348),100% (348/348),100% (225/225),Call_Me_Maybe-Composition,"Category: Music<br/>Title: Call Me Maybe<br/>Section: Composition<br/><br/>1. Melody Lau of ""Rolling Stone"" wrote that ""Call Me Maybe"" is a ""Taylor Swift meets Robyn"" song.<br/>2. Jon O'Brien of Allmusic stated that the songs of ""Curiosity"" recall the bubblegum pop era of Britney Spears and Christina Aguilera, and added that ""Call Me Maybe"" is a combination of teen pop and synthpop with ""a chorus that just about straddles that fine line between sugary sweet and sickly.""<br/>3. Tiffany Lee of Yahoo!<br/>4. Music deemed it as an instant summer hit, and added that ""Call Me Maybe"" has ""a good beat, great melody and catchy lyrics; something you and your friends can belt out in the car while driving to the beach, a party, and pretty much anywhere.""<br/>5. Jon Caramanica of ""The New York Times"" wrote that the song is ""breezy and sweet, an eyelash-fluttering flirtation run hard through the Disney-pop model of digitized feelings and brusque, chipper arrangements.<br/>6. ""According to Musicnotes.com, ""Call Me Maybe"" is written in the key of G major with a moderate tempo of 120 beats per minute.<br/>7. Jepsen's vocals span from G3 to C5, and the song follows a key progression of Cmaj7–G/D–Cmaj7–G/D.<br/>",7,What is the song's vocal range?,,
31MBOZ6PAOR8TCT1ICRHHBV5YH6CLZ,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:57 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:57 PST 2016,,,3PDJHANYK5GKEJZ4734HR366VCS6HC,A2SD7GN80U31GW,Approved,Thu Mar 03 14:48:16 PST 2016,Thu Mar 03 14:48:53 PST 2016,Fri Mar 04 14:48:53 PST 2016,2016-03-04 22:53:10 UTC,,,37,100% (33/33),100% (33/33),100% (19/19),Switzerland-Urbanization,"Category: Country<br/>Title: Switzerland<br/>Section: Urbanization<br/><br/>1. Between two thirds and three quarters of the population live in urban areas.<br/>2. Switzerland has gone from a largely rural country to an urban one in just 70 years.<br/>3. Since 1935 urban development has claimed as much of the Swiss landscape as it did during the previous 2,000 years.<br/>4. This urban sprawl does not only affect the plateau but also the Jura and the Alpine foothills and there are growing concerns about land use.<br/>5. However from the beginning of the 21st century, the population growth in urban areas is higher than in the countryside.Switzerland has a dense network of cities, where large, medium and small cities are complementary.<br/>6. The plateau is very densely populated with about 450 people per km2 and the landscape continually shows signs of man's presence.<br/>7. The weight of the largest metropolitan areas, which are Zürich, Geneva–Lausanne, Basel and Bern tend to increase.<br/>8. In international comparison the importance of these urban areas is stronger than their number of inhabitants suggests.<br/>9. In addition the two main centers of Zürich and Geneva are recognized for their particularly great quality of life.<br/>",2,In how many years has Switzerland become largely urban rather than largely rural>,,
39WSF6KUV2LVWVGCRVD4ZGZ2EYOEOB,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:48 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:48 PST 2016,,,31Q0U3WYDPFSE8SVOO6O5UQV9YE71B,A2TBXASXZIRNNW,Approved,Thu Mar 03 14:36:20 PST 2016,Thu Mar 03 14:37:29 PST 2016,Fri Mar 04 14:37:29 PST 2016,2016-03-04 22:38:10 UTC,,,69,100% (58/58),100% (58/58),100% (3/3),Sexy_and_I_Know_It-Abstract,"Category: Music<br/>Title: Sexy and I Know It<br/>Section: Abstract<br/><br/>1. ""Sexy and I Know It"" is a song by American duo LMFAO from their second studio album, ""Sorry for Party Rocking"".<br/>2. It was released as the third single from the album on 16 September 2011.<br/>3. The song was written by Stefan Kendal Gordy, GoonRock, Erin Beck, George M. Robertson and Kenneth Oliver, and it was produced by Party Rock.<br/>4. It went to number one on the ""Billboard"" Hot 100 on January 7, 2012 and remained there for two weeks.The song became LMFAO's second number one hit (after ""Party Rock Anthem"") on the ""Billboard"" Hot 100 in the United States, making them the first duo to have two successive number-one singles since OutKast's ""Hey Ya!""<br/>5. (2003) and ""The Way You Move"" (2004).<br/>6. The song also reached number one in Australia, Canada and New Zealand, and charted within the top 10 in nearly every country in which it charted.<br/>7. The song was featured in the season 5, episode 12 of ""Gossip Girl"".<br/>8. and in the ""Glee"" episode, ""The Spanish Teacher"".<br/>",7,"What show was ""Sexy and I Know It"", played on?",,
329E6HTMSW29W6F04J4F98EW34OK36,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:56 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:56 PST 2016,,,3KV0LJBBH2LZSGYZQONSU35Y8L3RM2,A2TBXASXZIRNNW,Approved,Thu Mar 03 14:35:04 PST 2016,Thu Mar 03 14:36:19 PST 2016,Fri Mar 04 14:36:19 PST 2016,2016-03-04 22:38:10 UTC,,,75,100% (58/58),100% (58/58),100% (3/3),Grand_Central_Terminal-Layout,"Category: Travel<br/>Title: Grand Central Terminal<br/>Section: Layout<br/><br/>1. The tracks are numbered according to their location in the terminal building.<br/>2. The upper level tracks are numbered 11 to 42 east to west.<br/>3. Tracks 22 and 31 were removed in the late 1990s to build concourses for Grand Central North, track 12 was removed to expand the platform between tracks 11 and 13, and track 14 is only used for loading a garbage train.The lower level has 27 tracks, numbered 100 to 126, east to west, though only tracks 102–112, and 114–116 are currently used for passenger service.<br/>4. Often, local and off-peak trains depart from the lower level while express, super-express, and peak trains depart from the main concourse.<br/>5. Odd numbered tracks are usually on the east side (right side facing north) of the platform; even numbered tracks on the west.The public timetables for April 3, 2011 show 286 weekday departures: 74 Hudson, 101 Harlem and 111 New Haven Line.Besides platforms, Grand Central has restaurants, such as the Oyster Bar and various fast food outlets surrounding the Dining Concourse on the level below the Main Concourse, as well as delis, bakeries, newsstands, a gourmet and fresh food market, an annex of the New York Transit Museum, and more than forty retail stores.<br/>6. Grand Central generally contains only private outlets and small franchises.<br/>7. There are chain outlets in the complex: Starbucks coffee shop, a Rite Aid pharmacy and an Apple Store which opened to the public on December 9, 2011.<br/>8. Other chain stores anticipated to open in the future include a Shake Shack.A ""secret"" sub-basement known as M42 lies under the Terminal, containing the AC to DC converters used to supply DC traction current to the Terminal.<br/>9. The exact location of M42 is a closely guarded secret and does not appear on maps, though it has been shown on television, most notably, the History Channel program ""Cities of the Underworld"" and also a National Geographic special.<br/>10. The original rotary converters were not removed in the late 20th century when solid-state ones took over their job, and they remain as a historical record.<br/>11. During World War II, this facility was closely guarded because its sabotage would have greatly impaired troop movement on the Eastern Seaboard.<br/>12. However, Abwehr (a German espionage service) was aware of it and sent two spies to sabotage it.<br/>13. The spies were arrested by the FBI before they could strike.<br/>14. It is said that any unauthorized person entering the facility during the war risked being shot on sight: the rotary converters used at the time could have easily been crippled by a bucket of sand.From 1924 through 1944, the attic of the east wing contained a art school and gallery space called the Grand Central School of Art.<br/>",13,What happened to the spies before they could strike?,,
3EAWOID6MTXRVPAFK0039JR6GQBV08,3D8ERG8DI83OW7M7S32LV9DY0TKMAE,Construct a question based on text,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Thu Mar 03 14:31:59 PST 2016,1,BatchId:2295025;,900,86400,Thu Mar 10 14:31:59 PST 2016,,,31JLPPHS2UUV9HY9SE1949RNX71O39,A2TBXASXZIRNNW,Approved,Thu Mar 03 14:33:49 PST 2016,Thu Mar 03 14:35:04 PST 2016,Fri Mar 04 14:35:04 PST 2016,2016-03-04 22:38:10 UTC,,,75,100% (58/58),100% (58/58),100% (3/3),Times_Square-Abstract,"Category: Travel<br/>Title: Times Square<br/>Section: Abstract<br/><br/>1. Times Square is a major commercial intersection and a neighborhood in Midtown Manhattan, New York City, at the junction of Broadway (now converted into a pedestrian plaza) and Seventh Avenue and stretching from West 42nd to West 47th Streets.<br/>2. Times Square – iconified as ""The Crossroads of the World"", ""The Center of the Universe"", and the ""The Great White Way"" – is the brightly illuminated hub of the Broadway Theater District, one of the world's busiest pedestrian intersections, and a major center of the world's entertainment industry.<br/>3. According to ""Travel + Leisure"" magazine's October 2011 survey, Times Square is the world's most visited tourist attraction, hosting over 39 million visitors annually.<br/>4. Approximately 330,000 people pass through Times Square daily, many of whom are either tourists or people working in the area.Formerly Longacre Square, Times Square was renamed in April 1904 after ""The New York Times"" moved its headquarters to the newly erected Times Building – now called One Times Square – site of the annual ball drop on New Year's Eve, a tradition which began on December 31, 1907 and continues today, attracting thousands to the Square every New Year's.The northern triangle of Times Square is technically Duffy Square, dedicated in 1937 to Chaplain Francis P. Duffy of New York City's ""Fighting 69th"" Infantry Regiment; a memorial to Duffy is located there, along with a statue of George M. Cohan, and the TKTS discount theater tickets booth.<br/>5. The stepped red roof of the TKTS booth also provides seating for various events.<br/>6. The Duffy Statue and the square were listed on the National Register of Historic Places in 2001.<br/>",2,"What is iconified, ""The Crossroads of the World""?",,
