paragraph_id,content
The_Terminator-Release,"<font color=""blue"">Question</font>: What did Orion pictures fear about 'The Terminator?'<br/><font color=""blue"">Sentence(s)</font>: Orion Pictures did not have faith in ""The Terminator"" performing well at the box office and feared a negative critical reception."
Terminator_Salvation-Release,"<font color=""blue"">Question</font>: What year was Terminator Salvation released?<br/><font color=""blue"">Sentence(s)</font>: The film was released in North America on May 21, 2009 with Warner Bros. setting the American premiere on May 14, 2009 at the Grauman's Chinese Theatre in Hollywood."
Shrek-Influence,"<font color=""blue"">Question</font>: What film noticeably influenced the current generation of mainstream animated films?<br/><font color=""blue"">Sentence(s)</font>: However, ""Shrek"" itself has noticeably influenced the current generation of mainstream animated films."
Toy_Story-Soundtrack,"<font color=""blue"">Question</font>: Who wrote the soundtrack for the original Toy Story movie?<br/><font color=""blue"">Sentence(s)</font>: Scored and written by Randy Newman, the soundtrack has received praise for its ""sprightly, stirring score""."
Kung_Fu_Panda-Television_series,"<font color=""blue"">Question</font>: On what network does Kung Fu Panda: Legends of Awesomeness air?<br/><font color=""blue"">Sentence(s)</font>: From the cast of ""Kung Fu Panda"", only Lucy Liu and James Hong are reprising their roles of Master Viper and Mr. Ping."
The_Shawshank_Redemption-Music,"<font color=""blue"">Question</font>: Who composed the score of The Shawshank Redemption?<br/><font color=""blue"">Sentence(s)</font>: The score was composed by Thomas Newman and was nominated for an Academy Award for Best Original Score in 1994, which was his first Oscar nomination."
The_Godfather-Current_rankings,"<font color=""blue"">Question</font>: What film beat out ""The Godfather"" in ""Time Out""'s 2003 reader's poll?<br/><font color=""blue"">Sentence(s)</font>:  In ""Time Out""'s 2003 readers' poll, ""The Godfather"" was ranked the second best film of all time, after ""Some Like It Hot""."
Fight_Club-Marketing,"<font color=""blue"">Question</font>: Why did Fincher protest the placement of ""Fight Club"" ads during World Wrestling Federation broadcasts?<br/><font color=""blue"">Sentence(s)</font>: The studio advertised ""Fight Club"" on cable during World Wrestling Federation broadcasts, which Fincher protested, believing that the placement created the wrong context for the film."
Forrest_Gump-Soundtrack,"<font color=""blue"">Question</font>: What year was the score for the film released?<br/><font color=""blue"">Sentence(s)</font>: The score for the film was composed and conducted by Alan Silvestri and released on August 2, 1994."
The_Matrix-Production_design,"<font color=""blue"">Question</font>: What 1995 Japanese cyberpunk film had a strong influence on The Matrix?<br/><font color=""blue"">Sentence(s)</font>: The portrayal resembles the opening credits of the 1995 Japanese cyberpunk film, ""Ghost in the Shell"", which had a strong influence on the ""Matrix"" series (see below)."
The_Usual_Suspects-Nominations_and_awards,"<font color=""blue"">Question</font>: Which Academy Award did Kevin Spacey win for his work on The Usual Suspects?<br/><font color=""blue"">Sentence(s)</font>: Christopher McQuarrie was nominated for the Best Original Screenplay and Kevin Spacey was nominated for Best Supporting Actor at the Academy Awards.</br>They both won, and in his acceptance speech Spacey memorably said, ""Well, whoever Keyser Söze is, I can tell you he's gonna get gloriously drunk tonight."
Life_Is_Beautiful-Awards,"<font color=""blue"">Question</font>: What did 'Life is Beautiful' win in 1998?<br/><font color=""blue"">Sentence(s)</font>: ""Life is Beautiful"" was shown at the 1998 Cannes Film Festival, and went on to win the Grand Prix."
The_Lion_King-Box_office,"<font color=""blue"">Question</font>: What is the highest-grossing motion picture worldwide of 1994?<br/><font color=""blue"">Sentence(s)</font>: It is also the highest-grossing motion picture of 1994 worldwide."
The_Dark_Knight_Rises-Production_design,"<font color=""blue"">Question</font>: Where were the exteriors above the prison filmed?<br/><font color=""blue"">Sentence(s)</font>: Exteriors above the prison were filmed in Jodhpur, India, chosen because the ""forbidding landscape added to the desolation""."
Das_Boot-Soundtrack,"<font color=""blue"">Question</font>: Which song on the official soundtrack for Das Boot was not composed by Doldinger?<br/><font color=""blue"">Sentence(s)</font>: The title theme ""Das Boot"" later became an international hit.The official soundtrack features only compositions by Doldinger, except for ""J'attendrai"" sung by Rina Ketty."
Amélie-Home_media,"<font color=""blue"">Question</font>: When was the first release of the movie ""Amélie""?<br/><font color=""blue"">Sentence(s)</font>: The first release occurred in Canada in September 2008 by TVA Films."
Toy_Story_3-Music,"<font color=""blue"">Question</font>: Who composed and conducted the film score for ""Toy Story 3?""<br/><font color=""blue"">Sentence(s)</font>: The film score for ""Toy Story 3"" was composed and conducted by Randy Newman, his sixth for Pixar after ""Toy Story"", ""A Bug's Life"", ""Toy Story 2"", ""Monsters, Inc."", and ""Cars""."
Despicable_Me-Video_games,"<font color=""blue"">Question</font>: Who was the game developer for Despicable Me: Minion Mania?<br/><font color=""blue"">Sentence(s)</font>: Namco also released a version for the iPhone and iPad platform entitled ""Despicable Me: Minion Mania"", developed by Anino Games.An application for iOSs and Androids was also released under the name ""Despicable Me: Minion Rush""."
Batman_Begins-Abstract,"<font color=""blue"">Question</font>: How much money did Batman Begins amount on it's opening weekend?<br/><font color=""blue"">Sentence(s)</font>: It grossed $48 million in its opening weekend in North America, eventually grossing over $372 million worldwide."
World_War_I-Russian_Revolution,"<font color=""blue"">Question</font>: When was the Brusilov Offensive in eastern Galicia?<br/><font color=""blue"">Sentence(s)</font>: Despite the success of the June 1916 Brusilov Offensive in eastern Galicia, dissatisfaction with the Russian government's conduct of the war grew."
World_War_II-Home_fronts_and_production,"<font color=""blue"">Question</font>: In 1938, at the outbreak of World War II, which had a larger population, the Western Allies (United Kingdom, France, Poland and British Dominions) or the European Axis (Germany and Italy)<br/><font color=""blue"">Sentence(s)</font>: In 1938, the Western Allies (United Kingdom, France, Poland and British Dominions) had a 30 percent larger population and a 30 percent higher gross domestic product than the European Axis (Germany and Italy); if colonies are included, it then gives the Allies more than a 5:1 advantage in population and nearly 2:1 advantage in GDP."
Assassination_of_Abraham_Lincoln-Mudd's_culpability,"<font color=""blue"">Question</font>: Who testified that Booth sent supplies to Mudd's house?<br/><font color=""blue"">Sentence(s)</font>: Additionally, George Atzerodt testified that Booth sent supplies to Mudd's house in preparation for the kidnap plan."
Louisiana_Purchase-Boundaries,"<font color=""blue"">Question</font>: When did Congress pass the Mobile Act which recognized West Florida as being part of the United States?<br/><font color=""blue"">Sentence(s)</font>: In early 1804, Congress passed the Mobile Act which recognized West Florida as being part of the United States."
Manhattan_Project-Soviet_spies,"<font color=""blue"">Question</font>: Who was the head of the Counter Intelligence Branch of the Western Defense Command?<br/><font color=""blue"">Sentence(s)</font>: Lieutenant Colonel Boris T. Pash, the head of the Counter Intelligence Branch of the Western Defense Command, investigated suspected Soviet espionage at the Radiation Laboratory in Berkeley."
Vietnam_War-Casualties,"<font color=""blue"">Question</font>: How many Vietnamese civilians died in the Vietnam War?<br/><font color=""blue"">Sentence(s)</font>: 50,000–65,000 North Vietnamese civilians died in the war."
Apollo_11-Support_crew,"<font color=""blue"">Question</font>: Name a member of the Apollo 11 support crew?<br/><font color=""blue"">Sentence(s)</font>: Charlie Duke, Capsule Communicator (CAPCOM)</br>Ronald Evans (CAPCOM)</br>Owen K. Garriott (CAPCOM)</br>Don L. Lind (CAPCOM)</br>Ken Mattingly (CAPCOM)</br>Bruce McCandless II (CAPCOM)</br>Harrison Schmitt (CAPCOM)</br>Bill Pogue</br>Jack Swigert"
American_Revolution-Role_of_women,"<font color=""blue"">Question</font>: What year did  the women of Boston produce 40,000 skeins of yarn, and 180 women in Middletown, Massachusetts wove of cloth?<br/><font color=""blue"">Sentence(s)</font>: In 1769, the women of Boston produced 40,000 skeins of yarn, and 180 women in Middletown, Massachusetts wove of cloth.A crisis of political loyalties could disrupt the fabric of colonial America women's social worlds: whether a man did or did not renounce his allegiance to the King could dissolve ties of class, family, and friendship, isolating women from former connections."
Protestant_Reformation-Conclusion_and_legacy,"<font color=""blue"">Question</font>: When was the Peace of Augsburg recognized?<br/><font color=""blue"">Sentence(s)</font>:  All parties would now recognise the Peace of Augsburg of 1555, by which each prince would have the right to determine the religion of his own state, the options being Roman Catholicism, Lutheranism, and now Calvinism (the principle of ""cuius regio, eius religio"")"
Boston_Tea_Party-Tea_trade_to_1767,"<font color=""blue"">Question</font>: Where was the biggest market for illicit tea?<br/><font color=""blue"">Sentence(s)</font>: The biggest market for illicit tea was England—by the 1760s the East India Company was losing £400,000 per year to smugglers in Great Britain—but Dutch tea was also smuggled into British America in significant quantities.In 1767, to help the East India Company compete with smuggled Dutch tea, Parliament passed the Indemnity Act, which lowered the tax on tea consumed in Great Britain, and gave the East India Company a refund of the 25% duty on tea that was re-exported to the colonies."
Industrial_Revolution-Population_increase,"<font color=""blue"">Question</font>: What were the causes of Brtain's population doubling every 50 years?<br/><font color=""blue"">Sentence(s)</font>: As living conditions and health care improved during the 19th century, Britain's population doubled every 50 years."
Great_Depression-Inequality,"<font color=""blue"">Question</font>: What, according to the economists, caused the Great Depression?<br/><font color=""blue"">Sentence(s)</font>: Thus the unequal distribution of wealth throughout the 1920s caused the Great Depression.According to this view, the root cause of the Great Depression was a global over-investment in heavy industry capacity compared to wages and earnings from independent businesses, such as farms."
Cold_War-Historiography_and_memory,"<font color=""blue"">Question</font>: In what year was ""Social History"" published?<br/><font color=""blue"">Sentence(s)</font>: ""Revisiting the cultural Cold War,"" ""Social History,"" Aug 2010, Vol."
The_Holocaust-Involvement_of_other_countries_and_nationals,"<font color=""blue"">Question</font>: What conferences took place regarding the Holocaust?<br/><font color=""blue"">Sentence(s)</font>:  Bermuda Conference</br> Évian Conference"
Treaty_of_Versailles-Negotiations,"<font color=""blue"">Question</font>: Were Germany, Austra, and Hungary included in the negotiations?<br/><font color=""blue"">Sentence(s)</font>: Having been defeated, Germany, Austria, and Hungary were excluded from the negotiations."
Chernobyl_disaster-The_United_Nations_Development_Programme,"<font color=""blue"">Question</font>: When was the Chernobyl Recovery and Development Programme launched?<br/><font color=""blue"">Sentence(s)</font>: The United Nations Development Programme has launched in 2003 a specific project called the Chernobyl Recovery and Development Programme (CRDP) for the recovery of the affected areas."
Korean_War-Division_of_Korea_(1954–present),"<font color=""blue"">Question</font>: When did North Korea declare it 'is not restrained by the North-South declaration on non-aggression.'?<br/><font color=""blue"">Sentence(s)</font>: On 13 March 2013, North Korea confirmed it ended the 1953 Armistice and declared North Korea ""is not restrained by the North-South declaration on non-aggression."""
Space_Race-Soviet_Moon_program,"<font color=""blue"">Question</font>: How many people were on board the ""Lunniy Orbitalny Korabl""?<br/><font color=""blue"">Sentence(s)</font>: The orbital module (Soyuz 7K-L3), the """"Lunniy Orbitalny Korabl"""" (LOK), had a crew of two."
DNA-Nucleobase_classification,"<font color=""blue"">Question</font>: What is the first step in the biosynthesis of J?<br/><font color=""blue"">Sentence(s)</font>: Another phage - Staphylococcal phage S6 - has been identified with a genome where thymine has been replaced by uracil.Base J (beta-d-glucopyranosyloxymethyluracil), a modified form of uracil, is also found in a number of organisms: the flagellates ""Diplonema"" and ""Euglena"", and all the kinetoplastid genera Biosynthesis of J occurs in two steps: in the first step a specific thymidine in DNA is converted into hydroxymethyldeoxyuridine; in the second HOMedU is glycosylated to form J. Proteins that bind specifically to this base have been identified."
Climate_change-Precipitation,"<font color=""blue"">Question</font>: When did Last Glacial Maximum happen?<br/><font color=""blue"">Sentence(s)</font>: For instance, during the Last Glacial Maximum of 18,000 years ago, thermal-driven evaporation from the oceans onto continental landmasses was low, causing large areas of extreme desert, including polar deserts (cold but with low rates of precipitation)."
Stem_cell-Properties,"<font color=""blue"">Question</font>: What term describes the ability of a cell to go through numerous cycles of cell division while maintaining the undifferentiated state?<br/><font color=""blue"">Sentence(s)</font>: ""Self-renewal"": the ability to go through numerous cycles of cell division while maintaining the undifferentiated state."
Cloning-Horticultural,"<font color=""blue"">Question</font>: What does the term clone mean?<br/><font color=""blue"">Sentence(s)</font>: The term ""clone"" is used in horticulture to refer to descendants of a single plant which were produced by vegetative reproduction or apomixis."
Global_warming-Initial_causes_of_temperature_changes_(external_forcings),"<font color=""blue"">Question</font>: What are examples of external forcings?<br/><font color=""blue"">Sentence(s)</font>: Examples of external forcings include changes in atmospheric composition (e.g., increased concentrations of greenhouse gases), solar luminosity, volcanic eruptions, and variations in Earth's orbit around the Sun."
Periodic_table-Mendeleev's_table,"<font color=""blue"">Question</font>: What characteristic of Mendeleev's periodic table implicitly predicted the properties of elements that had not yet been discovered?<br/><font color=""blue"">Sentence(s)</font>: The first was to leave gaps in the table when it seemed that the corresponding element had not yet been discovered.</br>Mendeleev was not the first chemist to do so, but he was the first to be recognized as using the trends in his periodic table to predict the properties of those missing elements, such as gallium and germanium."
Physics-Modern_physics,"<font color=""blue"">Question</font>: What was a problem for classical physics?<br/><font color=""blue"">Sentence(s)</font>: Black body radiation provided another problem for classical physics, which was corrected when Planck proposed that light comes in individual packets known as photons; this, along with the photoelectric effect and a complete theory predicting discrete energy levels of electron orbitals, led to the theory of quantum mechanics taking over from classical physics at very small scales.Quantum mechanics would come to be pioneered by Werner Heisenberg, Erwin Schrödinger and Paul Dirac."
Biology-Cell_theory,"<font color=""blue"">Question</font>: What process includes the phonoomenon of energy flow in cells?<br/><font color=""blue"">Sentence(s)</font>: In addition, the phenomenon of energy flow occurs in cells in processes that are part of the function known as metabolism."
Evolution-Mutation,"<font color=""blue"">Question</font>: What are large enzymes that make antibiotics called?<br/><font color=""blue"">Sentence(s)</font>: For example, polyketide synthases are large enzymes that make antibiotics; they contain up to one hundred independent domains that each catalyse one step in the overall process, like a step in an assembly line."
Anatomy-Research_and_practice,"<font color=""blue"">Question</font>: What is primarily the scientific study of the morphology of the adult human body?<br/><font color=""blue"">Sentence(s)</font>: Human anatomy.Research and practice.Human anatomy, including gross human anatomy and histology, is primarily the scientific study of the morphology of the adult human body."
Astrology-Scientific_analysis_and_criticism,"<font color=""blue"">Question</font>: What two forms of confirmation bias are under study with respect to astrological belief?<br/><font color=""blue"">Sentence(s)</font>: From the literature, Astrology believers often tend to selectively remember those predictions which have turned out to be true, and do not remember those predictions which happen to be false.</br>Another, separate, form of confirmation bias also plays a role, where believers often fail to distinguish between messages that demonstrate special ability and those which do not."
Solar_System-Heliopause,"<font color=""blue"">Question</font>: What is the name for the location where the solar wind collides with the interstellar wind?<br/><font color=""blue"">Sentence(s)</font>: The collision occurs at the termination shock, which is roughly 80–100 AU from the Sun upwind of the interstellar medium and roughly 200 AU from the Sun downwind."
NASA-Medicine_in_space,"<font color=""blue"">Question</font>: What is an example of a medical study being conducted in space by the National Space Biomedical Research Institute?<br/><font color=""blue"">Sentence(s)</font>: Prominent among these is the Advanced Diagnostic Ultrasound in Microgravity Study, in which astronauts (including former ISS Commanders Leroy Chiao and Gennady Padalka) perform ultrasound scans under the guidance of remote experts to diagnose and potentially treat hundreds of medical conditions in space."
RNA-Regulatory_RNAs,"<font color=""blue"">Question</font>: What is one way antisense RNA can act as a binding to an mRNA?<br/><font color=""blue"">Sentence(s)</font>: One way antisense RNA can act is by binding to an mRNA, forming double-stranded RNA that is enzymatically degraded."
Virus-Host_range,"<font color=""blue"">Question</font>: What are by far the most abundant biological entities on Earth and outnumber all the others put together?<br/><font color=""blue"">Sentence(s)</font>: Viruses are by far the most abundant biological entities on Earth and they outnumber all the others put together."
Bacteria-Bacteriophages,"<font color=""blue"">Question</font>: What are bacteriophages?<br/><font color=""blue"">Sentence(s)</font>: Bacteriophages are viruses that infect bacteria."
Yeast-Nonalcoholic_beverages,"<font color=""blue"">Question</font>: How are kefir and kumis made?<br/><font color=""blue"">Sentence(s)</font>: ""Kefir"" and ""kumis"" are made by fermenting milk with yeast and bacteria."
Microscope-Electron_microscopy,"<font color=""blue"">Question</font>: Who started development of the first electron microscope in 1931 which was the transmission electron microscope (TEM)?<br/><font color=""blue"">Sentence(s)</font>: Ernst Ruska started development of the first electron microscope in 1931 which was the transmission electron microscope (TEM)."
Telescope-History,"<font color=""blue"">Question</font>: What is the maximum physical size limit for refracting telescopes?<br/><font color=""blue"">Sentence(s)</font>: The maximum physical size limit for refracting telescopes is about 1 meter (40 inches), dictating that the vast majority of large optical researching telescopes built since the turn of the 20th century have been reflectors."
Black_hole-Entropy_and_thermodynamics,"<font color=""blue"">Question</font>: What did Bekenstein propose about black holes?<br/><font color=""blue"">Sentence(s)</font>: Therefore, Bekenstein proposed that a black hole should have an entropy, and that it should be proportional to its horizon area.The link with the laws of thermodynamics was further strengthened by Hawking's discovery that quantum field theory predicts that a black hole radiates blackbody radiation at a constant temperature."
Nebula-Diffuse_nebulae,"<font color=""blue"">Question</font>: What is diffuse nebulae?<br/><font color=""blue"">Sentence(s)</font>: Most nebulae can be described as diffuse nebulae, which means that they are extended and contain no well-defined boundaries."
Aurora-Solar_wind_and_the_magnetosphere,"<font color=""blue"">Question</font>: What is the width of the mangetosphere of the Earth?<br/><font color=""blue"">Sentence(s)</font>: The width of the magnetosphere abreast of Earth, is typically 190,000 km (30 Re), and on the night side a long ""magnetotail"" of stretched field lines extends to great distances (> 200 Re).The magnetosphere is full of trapped plasma as the solar wind passes the Earth."
Taco-Soft-shell_tacos,"<font color=""blue"">Question</font>: What is the traditional definition of a ""soft taco""?<br/><font color=""blue"">Sentence(s)</font>: Traditionally, soft-shelled tacos referred to corn tortillas that were cooked to a softer state than a hard taco - usually by grilling or steaming."
Hamburger-Mexico,"<font color=""blue"">Question</font>: What is a Hawaiian hamburger?<br/><font color=""blue"">Sentence(s)</font>: A slice of pineapple is also a usual option, and the variation is known as a ""Hawaiian hamburger"".Some restaurants' burgers also have barbecue sauce, and others also replace the ground patty with sirloin, Al pastor meat, barbacoa or a fried chicken breast."
French_fries-Tornado_fries,"<font color=""blue"">Question</font>: How are tornado fries made?<br/><font color=""blue"">Sentence(s)</font>: Tornado fries are made by skewering the whole potato, and then cutting with a specialized spiral slicer."
Sausage-Casings,"<font color=""blue"">Question</font>: What was saussage casing originally made from?<br/><font color=""blue"">Sentence(s)</font>: Traditionally, sausage casings were made of the cleaned intestines, or stomachs in the case of haggis and other traditional puddings."
Bacon-Bacon_mania,"<font color=""blue"">Question</font>: What type of online club has Bobby Flay endorsed?<br/><font color=""blue"">Sentence(s)</font>: Restaurants have organized and are organizing bacon and beer tasting nights, ""The New York Times"" reported on bacon infused with Irish whiskey used for Saint Patrick's Day cocktails, and celebrity chef Bobby Flay has endorsed a ""Bacon of the Month"" club online, in print, and on national television.Commentators explain this surging interest in bacon by reference to what they deem American cultural characteristics."
Kebab-In_China,"<font color=""blue"">Question</font>: What meats are traditionally used to make Chuanr?<br/><font color=""blue"">Sentence(s)</font>: The dish has since spread across the rest of the country and become a popular street food.Although the most traditional form of chuanr uses lamb or mutton, other types of meat, such as chicken, beef, pork, and seafood, may be used as well."
Ramen-Noodles,"<font color=""blue"">Question</font>: What was ""kansui"" named after?<br/><font color=""blue"">Sentence(s)</font>: Originally, ""kansui"" was named after the water from Inner Mongolia's Lake Kan which contained large amounts of these minerals and was said to be perfect for making these noodles."
Udon-Cold,"<font color=""blue"">Question</font>: What does Hadaka udon refer to?<br/><font color=""blue"">Sentence(s)</font>:  ""Hadaka udon"" (naked udon 裸うどん): Cold udon served on its own."
Rice-Europe,"<font color=""blue"">Question</font>: Where was rice imported from to the Classical world?<br/><font color=""blue"">Sentence(s)</font>: Rice was known to the Classical world, being imported from Egypt, and perhaps west Asia."
Steak-Abstract,"<font color=""blue"">Question</font>: How do you generally cook a fish steak?<br/><font color=""blue"">Sentence(s)</font>: Meat steaks are usually grilled, pan-fried, or broiled, while fish steaks may also be baked.Steak can also be meat cooked in sauce, such as steak and kidney pie, or minced meat formed into a steak shape, such as Salisbury steak and hamburger steak."
Salad-Abstract,"<font color=""blue"">Question</font>: What distinguishes a Main course salad from an Appetizer salad?<br/><font color=""blue"">Sentence(s)</font>: Appetizer salads, light salads to stimulate the appetite as the first course of the meal.</br>Main course salads, usually containing a portion of heartier fare, such as chicken breast or slices of beef."
Popcorn-Consumption,"<font color=""blue"">Question</font>: How is popcorn often served in Peru?<br/><font color=""blue"">Sentence(s)</font>: In Peru, popcorn is sometimes sweetened with small candy pellets and sweetened condensed milk, but its more often eaten with salt and the only buttered version known to any considerable degree is microwave popcorn."
Cake-History,"<font color=""blue"">Question</font>: Where does the word ""cake"" come from?<br/><font color=""blue"">Sentence(s)</font>: The word itself is of Viking origin, from the Old Norse word ""kaka"".Although clear examples of the difference between cake and bread are easy to find, the precise classification has always been elusive."
Ice_cream-Cryogenic,"<font color=""blue"">Question</font>: What is used to freeze and harden ice cream?<br/><font color=""blue"">Sentence(s)</font>: Using liquid nitrogen to freeze ice cream is an old idea and has been used for many years to harden ice cream."
Yogurt-Non-dairy_yogurt_substitutes,"<font color=""blue"">Question</font>: Is it possible to produce genuine yogurt from plant sources?<br/><font color=""blue"">Sentence(s)</font>: sauerkraut), since plants do not produce lactose, it is not possible to produce genuine yogurt from plant sources with the same bacteria cultures used to convert milk into yogurt."
Cheese-Origins,"<font color=""blue"">Question</font>: What do animals skins and organs do?<br/><font color=""blue"">Sentence(s)</font>: Since animal skins and inflated internal organs have, since ancient times, provided storage vessels for a range of foodstuffs, it is probable that the process of cheese making was discovered accidentally by storing milk in a container made from the stomach of an animal, resulting in the milk being turned to curd and whey by the rennet from the stomach."
Coffee-Ecological_effects,"<font color=""blue"">Question</font>: What is the sun cultivation method?<br/><font color=""blue"">Sentence(s)</font>: Starting in the 1970s, many farmers switched their production method to sun cultivation, in which coffee is grown in rows under full sun with little or no forest canopy."
Juice-Abstract,"<font color=""blue"">Question</font>: What is juice?<br/><font color=""blue"">Sentence(s)</font>: Juice is a liquid that is naturally contained in fruit and vegetables."
