paragraph_id,content
Germany-Constituent_states,"<font color=""blue"">Question</font>: How many states compromise Germany?<br/><font color=""blue"">Sentence(s)</font>: Germany comprises sixteen states which are collectively referred to as ""Länder""."
Thailand-Internet,"<font color=""blue"">Question</font>: How fast does Thailands internet get?<br/><font color=""blue"">Sentence(s)</font>: The Internet in Thailand also consists of 10Gbit/s high speed fiber-optic lines that can be leased and ISP's such as KIRZ that provide residential internet services.The internet is censored by the Thai government, making some sites unreachable."
Italy-Foreign_relations,"<font color=""blue"">Question</font>: About how many troops were deployed by Italy to support Operation Enduring Freedom in February 2003?<br/><font color=""blue"">Sentence(s)</font>: Italy deployed over 2,000 troops in Afghanistan in support of Operation Enduring Freedom (OEF) from February 2003."
Canada-Geography,"<font color=""blue"">Question</font>: What type of climate does coastal British Columbia have?<br/><font color=""blue"">Sentence(s)</font>: Coastal British Columbia has a temperate climate, with a mild and rainy winter."
Spain-Religion,"<font color=""blue"">Question</font>: How many Jews are in spain?<br/><font color=""blue"">Sentence(s)</font>: Currently there are around 62,000 Jews in Spain, or 0.14% of the total population."
The_Lord_of_the_Rings-Influences,"<font color=""blue"">Question</font>: What worldview of Tolkien is reflected in the themes of the Lord of the Rings?<br/><font color=""blue"">Sentence(s)</font>: Rather the themes, moral philosophy, and cosmology of the Lord of the Rings reflect his Catholic worldview."
The_Terminator-Release-1,"<font color=""blue"">Question</font>: When was the CD and cassette reissue through DCC Compact Classics?<br/><font color=""blue"">Sentence(s)</font>: It was followed by a CD and cassette reissue on July 1, 1991 through DCC Compact Classics."
Terminator_Salvation-Box_office,"<font color=""blue"">Question</font>: How much money did Terminator Salvation make on the first day of release?<br/><font color=""blue"">Sentence(s)</font>: The film's first nationwide U.S. screenings were at 12 A.M. on Thursday, May 21, 2009, making $3 million from midnight screenings and earning $13.3 million in its first day and grossed an additional $42,558,390 on its 4-day Memorial Day opening weekend from 3,530 theaters."
Shrek-Music,"<font color=""blue"">Question</font>: Who is the artist that sang the song ""I'm a believer"" at the end of Shrek?<br/><font color=""blue"">Sentence(s)</font>: As the film was about to be completed, Katzenberg suggested to the filmmakers to redo the film's ending in order to ""go out with a big laugh""; Instead of ending film with just a storybook closing over Shrek and Fiona as they ride off into the sunset, they decided to add a song ""I'm a Believer"" covered by Smash Mouth and show all the fairytale creatures in the film.Although Rufus Wainwright's version of the song ""Hallelujah"" appeared in the soundtrack album, it was John Cale's version that appeared in the film; in a radio interview, Rufus Wainwright suggested that his version of ""Hallelujah"" did not appear in the film due to the ""glass ceiling"" he was hitting because of his sexuality."
Toy_Story-Music,"<font color=""blue"">Question</font>: How long did it take for Randy Newman to compose ""You've Got a Friend in Me?""<br/><font color=""blue"">Sentence(s)</font>: Newman developed the film's signature song ""You've Got a Friend in Me"" in one day."
Kung_Fu_Panda-Online_games,"<font color=""blue"">Question</font>: What games did Playniac create?<br/><font color=""blue"">Sentence(s)</font>: Two popular online games, ""The Adversary"" and ""The Field of Fiery Danger"", were created by Playniac to accompany the movie release."
The_Shawshank_Redemption-Abstract,"<font color=""blue"">Question</font>: Who does Andy Dufresne befriend during his time at the prison?<br/><font color=""blue"">Sentence(s)</font>: During his time at the prison, he befriends a fellow inmate, Ellis Boyd ""Red"" Redding, and finds himself protected by the guards after the warden begins using him in his money laundering operation.Despite a lukewarm box office reception that barely recouped its budget, the film received multiple award nominations and favorable reviews from critics for its acting and realism."
The_Godfather-Critical_response,"<font color=""blue"">Question</font>: What percentage of critics from Rotten Tomatoes gave The Godfather a positive review?<br/><font color=""blue"">Sentence(s)</font>: Rotten Tomatoes reports that all 77 critics gave the film a positive review, with an average score of 9.1/10."
Fight_Club-Writing,"<font color=""blue"">Question</font>: Who did the director invite to revise the script?<br/><font color=""blue"">Sentence(s)</font>: The director invited Pitt and Norton to help revise the script, and the group drafted five revisions in the course of a year.Chuck Palahniuk praised the faithful film adaptation of his novel and applauded how the film's plot was more streamlined than the book's."
Forrest_Gump-Author_controversy,"<font color=""blue"">Question</font>: Did the producers pay him?<br/><font color=""blue"">Sentence(s)</font>: However, Paramount and the film's producers did not pay him, using Hollywood accounting to posit that the blockbuster film lost money."
The_Matrix-Abstract,"<font color=""blue"">Question</font>: How much money did The Matrix gross in 1999 worldwide when first released?<br/><font color=""blue"">Sentence(s)</font>: ""The Matrix"" was first released in the United States on , 1999, and grossed over $460 million worldwide."
The_Usual_Suspects-Abstract,"<font color=""blue"">Question</font>: In which categories did the movie ""The Usual Suspects"" won Academy Awards?<br/><font color=""blue"">Sentence(s)</font>: McQuarrie won an Academy Award for Best Writing (Original Screenplay) and Spacey won the Academy Award for Best Supporting Actor for his performance."
Life_Is_Beautiful-Cast,"<font color=""blue"">Question</font>: Who acted as Joshua in the Movie Life is Beautiful?<br/><font color=""blue"">Sentence(s)</font>:  Giorgio Cantarini as Joshua"
The_Lion_King-Original_theatrical_run,"<font color=""blue"">Question</font>: Why did many go to the theater to see ""The Lion King?""<br/><font color=""blue"">Sentence(s)</font>: The digital surround sound of the film led many of those theater to implement Dolby Laboratories' newest sound systems."
The_Dark_Knight_Rises-Costume_design,"<font color=""blue"">Question</font>: What kind of fragments did they use for his clothes?<br/><font color=""blue"">Sentence(s)</font>: We made parts of his vest, for example, from fragments of an old military tent."
Das_Boot-List,"<font color=""blue"">Question</font>: When was the first BBC mini-series based on Das Boot?<br/><font color=""blue"">Sentence(s)</font>:  300 minutes (1984, 1988) BBC mini-series"
Amélie-Musical_adaptation,"<font color=""blue"">Question</font>: Who said he would compose original music for the show?<br/><font color=""blue"">Sentence(s)</font>: Messe also confirmed he would be composing all original music for the show and not using the Yann Tiersen score.Jeunet distanced himself from the musical, saying he only sold the rights to raise funds for children's charity ""Mecenat Chirurgie Cardiaque"" (Cardiac Surgery Patronage)."
Toy_Story_3-Accolades,"<font color=""blue"">Question</font>: Which Academy Awards was Toy Story 3 nominated for in 2011?<br/><font color=""blue"">Sentence(s)</font>: On January 25, 2011, the Academy of Motion Picture Arts and Sciences announced that ""Toy Story 3"" was not only nominated for Best Animated Feature, but also for Best Picture."
Despicable_Me-Box_office,"<font color=""blue"">Question</font>: When was ""Despicable Me"" released in the United States?<br/><font color=""blue"">Sentence(s)</font>: Released on July 9, 2010, in the United States, ""Despicable Me"" opened at the number one spot at the box office and pulled in $56.3 million, making it the third biggest opening grossing for an animated film in 2010 behind ""Toy Story 3"" and ""Shrek Forever After""."
Batman_Begins-Batsuit,"<font color=""blue"">Question</font>: Who created the new Batsuit?<br/><font color=""blue"">Sentence(s)</font>: Costume designer Lindy Hemming and her crew worked on the Batsuit at an FX workshop codenamed ""Cape Town"", a secured compound located at Shepperton Studios in London."
World_War_I-Trench_warfare_begins,"<font color=""blue"">Question</font>: Where did Britain and France face an uninterrupted line of entrenched German forces, from Lorraine to where?<br/><font color=""blue"">Sentence(s)</font>: When these outflanking efforts failed, Britain and France soon found themselves facing an uninterrupted line of entrenched German forces from Lorraine to Belgium's coast."
World_War_II-Mediterranean_(1940–41),"<font color=""blue"">Question</font>: Who was victorious, the Axis or Allies?<br/><font color=""blue"">Sentence(s)</font>: Although the Axis victory was swift, bitter partisan warfare subsequently broke out against the Axis occupation of Yugoslavia, which continued until the end of the war.The Allies did have some successes during this time."
Assassination_of_Abraham_Lincoln-Atzerodt_fails_to_attack_Andrew_Johnson,"<font color=""blue"">Question</font>: When did Atzerodt rent room 126?<br/><font color=""blue"">Sentence(s)</font>: On April 14, Atzerodt rented room 126 at the Kirkwood, directly above the room where Johnson was staying."
Louisiana_Purchase-Nature_of_sale,"<font color=""blue"">Question</font>: How did the US acquire the lands according to James Loewen?<br/><font color=""blue"">Sentence(s)</font>: In his view, the US acquired the lands slowly throughout the nineteenth century by purchases from individual Native American tribes and by wars against them."
Manhattan_Project-Centrifuges,"<font color=""blue"">Question</font>: What year did he begen working with Uiranium hexafluoride?<br/><font color=""blue"">Sentence(s)</font>: In 1941 he began working with uranium hexafluoride, the only known gaseous compound of uranium, and was able to separate uranium-235."
Vietnam_War-Popular_culture,"<font color=""blue"">Question</font>: Name two films made in the 2000s based on the Vietnam War.<br/><font color=""blue"">Sentence(s)</font>: Later films would include ""We Were Soldiers"" (2002) and ""Rescue Dawn"" (2007).The war also influenced a generation of musicians and songwriters in Vietnam and the United States, both anti-war and pro/anti-communist."
Apollo_11-40th_anniversary_events,"<font color=""blue"">Question</font>: When did Life.com release their photo gallery?<br/><font color=""blue"">Sentence(s)</font>: On July 15, 2009, Life.com released a photo gallery of previously unpublished photos of the astronauts taken by ""Life"" photographer Ralph Morse prior to the Apollo 11 launch.From July 16–24, 2009, NASA streamed the original mission audio on its website in real time 40 years to the minute after the events occurred.In addition, it is in the process of restoring the video footage and has released a preview of key moments.On July 20, 2009, the crew of Armstrong, Aldrin, and Collins met with U.S. President Barack Obama at the White House."
American_Revolution-Peace_treaty,"<font color=""blue"">Question</font>: Who signed the Treaty of Paris ?<br/><font color=""blue"">Sentence(s)</font>: The peace treaty with Britain, known as the Treaty of Paris, gave the U.S. all land east of the Mississippi River and south of the Great Lakes, though not including Florida (On September 3, 1783, Britain entered into a separate agreement with Spain under which Britain ceded Florida back to Spain.)"
Protestant_Reformation-Puritan_movement,"<font color=""blue"">Question</font>: Did they object to ecclesiastical courts?<br/><font color=""blue"">Sentence(s)</font>: They also objected to ecclesiastical courts."
Boston_Tea_Party-Townshend_duty_crisis,"<font color=""blue"">Question</font>: Why did the American Whigs believe Parliament couldn't tax the colonies?<br/><font color=""blue"">Sentence(s)</font>: Colonists, however, did not elect members of Parliament, and so American Whigs argued that the colonies could not be taxed by that body."
Industrial_Revolution-Food_and_nutrition,"<font color=""blue"">Question</font>: Life expectancy in France was about 35 until what year?<br/><font color=""blue"">Sentence(s)</font>: Until about 1750, in large part due to malnutrition, life expectancy in France was about 35 years, and only slightly higher in Britain."
Great_Depression-Causes,"<font color=""blue"">Question</font>: What does the consensus think led to a sudden reduction in consumption and investment spending?<br/><font color=""blue"">Sentence(s)</font>: The consensus among demand-driven theories is that a large-scale loss of confidence led to a sudden reduction in consumption and investment spending."
Cold_War-East_Europe_breaks_away,"<font color=""blue"">Question</font>: When the the Berlin Wall fall?<br/><font color=""blue"">Sentence(s)</font>: The tidal wave of change culminated with the fall of the Berlin Wall in November 1989, which symbolized the collapse of European Communist governments and graphically ended the Iron Curtain divide of Europe."
The_Holocaust-Homosexuals,"<font color=""blue"">Question</font>: Who created the Reich Central Office for the Combating of Homosexuality and Abortion?<br/><font color=""blue"">Sentence(s)</font>: In 1936, Himmler created the Reich Central Office for the Combating of Homosexuality and Abortion."
Treaty_of_Versailles-Occupation,"<font color=""blue"">Question</font>: When did the allie troops enter Germany?<br/><font color=""blue"">Sentence(s)</font>: In late 1918, Allied troops entered Germany and began the occupation."
"Chernobyl_disaster-Rivers,_lakes_and_reservoirs","<font color=""blue"">Question</font>: What system did the radioactivity contaminate?<br/><font color=""blue"">Sentence(s)</font>: The radioactive contamination of aquatic systems therefore became a major problem in the immediate aftermath of the accident."
Korean_War-Naval_warfare,"<font color=""blue"">Question</font>: What ship sunk a North Korean ship in the Battle of Haeju?<br/><font color=""blue"">Sentence(s)</font>: The last sea battle of the Korean War occurred at Inchon, days before the Battle of Incheon; the ROK ship ""PC 703"" sank a North Korean mine layer in the Battle of Haeju Island, near Inchon."
Space_Race-Project_Gemini,"<font color=""blue"">Question</font>: How long did Buzz Aldrin work outside the spacecraft in November 1966?<br/><font color=""blue"">Sentence(s)</font>:  On Gemini 12 (November 1966), Edwin E. ""Buzz"" Aldrin spent over five hours working comfortably during three (EVA) sessions, finally proving that humans could perform productive tasks outside their spacecraft."
DNA-Genetic_engineering,"<font color=""blue"">Question</font>: Why are genetically modified organisms used?<br/><font color=""blue"">Sentence(s)</font>: The genetically modified organisms produced can be used to produce products such as recombinant proteins, used in medical research, or be grown in agriculture."
Climate_change-Sea_level_change,"<font color=""blue"">Question</font>: How much higher or lower was the sea level in the early Pliocene compared to today?<br/><font color=""blue"">Sentence(s)</font>: In the early Pliocene, global temperatures were 1–2˚C warmer than the present temperature, yet sea level was 15–25 meters higher than today."
Stem_cell-Abstract,"<font color=""blue"">Question</font>: From where can stem stells be harvested right after birth?<br/><font color=""blue"">Sentence(s)</font>: Stem cells can also be taken from umbilical cord blood just after birth."
Cloning-Organism_cloning,"<font color=""blue"">Question</font>: What animals have scientists sucesfully cloned?<br/><font color=""blue"">Sentence(s)</font>: Scientists have made some major achievements with cloning, including the asexual reproduction of sheep and cows."
Global_warming-Food_security,"<font color=""blue"">Question</font>: By how much is the maize production in Southern Africa predicted to decreade by 2030?<br/><font color=""blue"">Sentence(s)</font>: Under present trends, by 2030, maize production in Southern Africa could decrease by up to 30%, while rice, millet and maize in South Asia could decrease by up to 10%."
Periodic_table-Blocks,"<font color=""blue"">Question</font>: Which block is used to offset the  periodic table?<br/><font color=""blue"">Sentence(s)</font>: The f-block, usually offset below the rest of the periodic table, comprises the lanthanides and actinides."
Physics-Abstract,"<font color=""blue"">Question</font>: What is physics?<br/><font color=""blue"">Sentence(s)</font>: Physics (from , from ""phúsis"" ""nature"") is the natural science that involves the study of matter and its motion through space and time, along with related concepts such as energy and force."
Biology-Ecological_and_environmental,"<font color=""blue"">Question</font>: Who was the first modern ethologist?<br/><font color=""blue"">Sentence(s)</font>: In one sense, the first modern ethologist was Charles Darwin, whose book, ""The Expression of the Emotions in Man and Animals,"" influenced many ethologists to come.Biogeography studies the spatial distribution of organisms on the Earth, focusing on topics like plate tectonics, climate change, dispersal and migration, and cladistics."
Evolution-Biased_mutation,"<font color=""blue"">Question</font>: What happens what selection is weak?<br/><font color=""blue"">Sentence(s)</font>: But when selection is weak, mutation bias towards loss of function can affect evolution."
Anatomy-Bird_anatomy,"<font color=""blue"">Question</font>: Do they have teeth?<br/><font color=""blue"">Sentence(s)</font>: There are no teeth and the narrow jaws are adapted into a horn-covered beak."
Astrology-Mediaeval_objections,"<font color=""blue"">Question</font>: How does natural astrology differ from judicial astrology?<br/><font color=""blue"">Sentence(s)</font>: The influence of the stars was in turn divided into natural astrology, with for example effects on tides and the growth of plants, and judicial astrology, with supposedly predictable effects on people."
Solar_System-Venus,"<font color=""blue"">Question</font>: How does Venus's atmosphere compare to Earth's?<br/><font color=""blue"">Sentence(s)</font>: It is much drier than Earth, and its atmosphere is ninety times as dense."
NASA-Project_Apollo_(1961–72),"<font color=""blue"">Question</font>: What was the first manned spacecraft to orbit another body?<br/><font color=""blue"">Sentence(s)</font>: Apollo 8 was the first manned spacecraft to orbit another celestial body, while Apollo 17 marked the last moonwalk and the last manned mission beyond low Earth orbit."
RNA-Double-stranded_RNA,"<font color=""blue"">Question</font>: What forms the genetic material of some viruses?<br/><font color=""blue"">Sentence(s)</font>: dsRNA forms the genetic material of some viruses (double-stranded RNA viruses)."
Virus-Bacterial_viruses,"<font color=""blue"">Question</font>: How many bacteriophages are there per millilitre of seawater?<br/><font color=""blue"">Sentence(s)</font>: Bacteriophages are a common and diverse group of viruses and are the most abundant form of biological entity in aquatic environments – there are up to ten times more of these viruses in the oceans than there are bacteria, reaching levels of 250,000,000 bacteriophages per millilitre of seawater."
Bacteria-DNA_transfer,"<font color=""blue"">Question</font>: How many ways can some bacteria be transfered between cells?<br/><font color=""blue"">Sentence(s)</font>: Some bacteria also transfer genetic material between cells.</br>This can occur in three main ways."
Yeast-Wine,"<font color=""blue"">Question</font>: Why are pure yeast cultures added to the must?<br/><font color=""blue"">Sentence(s)</font>: Fermentation can be done with this endogenous ""wild yeast,"" but this procedure gives unpredictable results, which depend upon the exact types of yeast species present.</br>For this reason, a pure yeast culture is usually added to the must; this yeast quickly dominates the fermentation.</br>The wild yeasts are repressed, which ensures a reliable and predictable fermentation.Most added wine yeasts are strains of ""S. cerevisiae"", though not all strains of the species are suitable."
Microscope-Rise_of_modern_light_microscopy,"<font color=""blue"">Question</font>: Who developed more in sample illumincation in 1953?<br/><font color=""blue"">Sentence(s)</font>: Further developments in sample illumination came from Frits Zernike in 1953 for inventing Phase Contrast, and Georges Nomarski 1955 for his development of differential interference contrast illumination; both of which allow imaging of unstained, transparent samples."
Telescope-Types_of_mount,"<font color=""blue"">Question</font>: What is one kind of tracking mount<br/><font color=""blue"">Sentence(s)</font>:  Altazimuth mount</br> Equatorial mount"
Black_hole-X-ray_binaries,"<font color=""blue"">Question</font>: What is the  period of low X-ray emission called?<br/><font color=""blue"">Sentence(s)</font>: During the period of low X-ray emission (called quiescence), the accretion disc is extremely faint allowing for detailed observation of the companion star during this period."
Nebula-Abstract,"<font color=""blue"">Question</font>: Who confirmed the true nature of galaxies?<br/><font color=""blue"">Sentence(s)</font>: The Andromeda Galaxy, for instance, was referred to as the ""Andromeda Nebula"" (and spiral galaxies in general as ""spiral nebulae"") before the true nature of galaxies was confirmed in the early 20th century by Vesto Slipher, Edwin Hubble and others."
Aurora-Forms_and_magnetism,"<font color=""blue"">Question</font>: Does the aurora typically extend from east-west or north-south?<br/><font color=""blue"">Sentence(s)</font>: Typically the aurora appears either as a diffuse glow or as ""curtains"" that approximately extend in the east-west direction."
Taco-Crispy_tacos,"<font color=""blue"">Question</font>: What ingredient are used to prepare a crispy taco?<br/><font color=""blue"">Sentence(s)</font>: A mostly California variation where the (sometimes over-sized) corn tortilla is fried or deep-fried in oil (originally, lard).</br>The meat can be anything, such as ground beef, steak, shredded beef, chicken or pork (carnitas).</br>Ground beef is generally diluted with refried bean paste and/or potato, and heavily seasoned.</br>Steak will usually be heavily chili-marinated, diced beef tip (""asada"")."
Hamburger-United_Kingdom_and_Ireland,"<font color=""blue"">Question</font>: Where can you find pubs that serve burger patties made from more exotic meats, like Bambi Burgers?<br/><font color=""blue"">Sentence(s)</font>: Some British pubs serve burger patties made from more exotic meats including venison burgers (sometimes nicknamed Bambi Burgers), bison burgers, ostrich burgers and in some Australian themed pubs even kangaroo burgers can be purchased."
French_fries-Frozen_fries,"<font color=""blue"">Question</font>: In what year did McDonald replace fresh-cut potatoes with frozen fries?<br/><font color=""blue"">Sentence(s)</font>: Subsequently, in 1967, Ray Kroc of McDonald's contracted the Simplot company to supply them with frozen fries, replacing fresh-cut potatoes.In 2004, 29% of the United States' potato crop were used to make frozen fries – 90% consumed by the food services sector and 10% by retail."
Sausage-China,"<font color=""blue"">Question</font>: How are sausages cured?<br/><font color=""blue"">Sentence(s)</font>: People often cure sausages by smoking and air drying."
Bacon-Nutrients,"<font color=""blue"">Question</font>: How much cholesterol is found in an ounce of bacon?<br/><font color=""blue"">Sentence(s)</font>: Each ounce of bacon contains 30 milligrams of cholesterol."
Kebab-Abstract,"<font color=""blue"">Question</font>: Doner kebab refers to what?<br/><font color=""blue"">Sentence(s)</font>: Kebab (also kebap or kabab) is a Middle Eastern dish of pieces of meat, fish, or vegetables roasted or grilled on a skewer or spit originating in the Middle East, whereas in Europe it refers to doner kebab, sliced meat served in a pita."
Ramen-Canned_version,"<font color=""blue"">Question</font>: What is included in the ramen packets sold from vending machines?<br/><font color=""blue"">Sentence(s)</font>: It is intended as a quick snack, and includes a small folded plastic fork."
Udon-Dishes,"<font color=""blue"">Question</font>: How are toppings chosen?<br/><font color=""blue"">Sentence(s)</font>: Toppings are chosen to reflect the seasons."
Rice-Caribbean_and_Latin_America,"<font color=""blue"">Question</font>: What type of rice might Native Americans have extensively cultivated?<br/><font color=""blue"">Sentence(s)</font>: Varieties of rice and bean dishes that were a staple dish along the peoples of West Africa remained a staple among their descendants subjected to slavery in the Spanish New World colonies, Brazil and elsewhere in the Americas.The Native Americans of what is now the Eastern United States may have practiced extensive agriculture with forms of wild rice."
Steak-Rib_steak,"<font color=""blue"">Question</font>: Where does the term ribeye come from?<br/><font color=""blue"">Sentence(s)</font>: The rib eye or ""ribeye"" was originally, as the name implies, the center best portion of the rib steak, without the bone."
Salad-History,"<font color=""blue"">Question</font>: How does ""Salad Bar"" work?<br/><font color=""blue"">Sentence(s)</font>: In the US market, restaurants will often have a ""Salad Bar"" laid out with salad-making ingredients, which the customers will use to put together their salad."
Popcorn-Popping_mechanism,"<font color=""blue"">Question</font>: What happens when the foam cools?<br/><font color=""blue"">Sentence(s)</font>: As the foam rapidly cools, the starch and protein polymers set into the familiar crispy puff."
Cake-Cake_flour,"<font color=""blue"">Question</font>: How can cake flour be sustituted in a given recipe?<br/><font color=""blue"">Sentence(s)</font>: However, if cake flour is called for, a substitute can be made by replacing a small percentage of all-purpose flour with cornstarch or removing two tablespoons from each cup of all-purpose flour."
Ice_cream-Ice_cream_cone,"<font color=""blue"">Question</font>: How were waffle cones created?<br/><font color=""blue"">Sentence(s)</font>: According to legend, at the World's Fair an ice cream seller had run out of the cardboard dishes used to put ice cream scoops in, so they could not sell any more produce.</br>Next door to the ice cream booth was a Syrian waffle booth, unsuccessful due to intense heat; the waffle maker offered to make cones by rolling up his waffles and the new product sold well, and was widely copied by other vendors."
Yogurt-Other_fermented_dairy_products,"<font color=""blue"">Question</font>: How many other fermented dairy products are listed?<br/><font color=""blue"">Sentence(s)</font>:  Chal</br> Curd</br> Filmjölk</br> Kefir</br> Kumis</br> Ryazhenka</br> Shanklish</br> Skyr</br> Smetana</br> Varenets</br> Viili"
Cheese-Dental_health,"<font color=""blue"">Question</font>: How does cheese protect tooth enamel?<br/><font color=""blue"">Sentence(s)</font>:  The calcium, protein, and phosphorus in cheese may act to protect tooth enamel."
Coffee-Commodity,"<font color=""blue"">Question</font>: Who is coffee sold by?<br/><font color=""blue"">Sentence(s)</font>: Coffee is bought and sold by roasters, investors, and price speculators as a tradable commodity in commodity markets and exchange-traded funds."
Juice-Juice_bars,"<font color=""blue"">Question</font>: What do Mexican Juice bars sell?<br/><font color=""blue"">Sentence(s)</font>: Mexican juice bars will often sell healthy beverages and snacks that are popular in Mexico."
